ssid_fast_orthogroups,Ssid_longest_proteome
OG0002253,
OG0002254,Ssid_117628_c0_seq1.p1
OG0002255,"Ssid_244964_c0_seq1.p1, Ssid_253407_c0_seq1.p1"
OG0002256,Ssid_244013_c2_seq3.p1
OG0002257,"Ssid_252096_c1_seq1.p1, Ssid_252096_c2_seq3.p1"
OG0002258,
OG0002259,
OG0002260,Ssid_296006_c0_seq1.p1
OG0002261,Ssid_252373_c0_seq1.p1
OG0002262,Ssid_256288_c0_seq1.p1
OG0002263,
OG0002264,Ssid_253143_c0_seq1.p1
OG0002265,
OG0002266,"Ssid_209014_c0_seq1.p1, Ssid_261996_c0_seq1.p1"
OG0002267,Ssid_257355_c0_seq1.p1
OG0002268,
OG0002269,
OG0002270,Ssid_262534_c0_seq1.p1
OG0002271,Ssid_261562_c0_seq2.p1
OG0002272,
OG0002273,Ssid_118684_c0_seq1.p1
OG0002274,"Ssid_253410_c0_seq1.p1, Ssid_261788_c0_seq1.p1"
OG0002275,Ssid_222923_c0_seq1.p1
OG0002276,Ssid_241255_c0_seq1.p1
OG0002277,Ssid_230028_c0_seq1.p1
OG0002278,Ssid_251587_c1_seq3.p2
OG0002279,Ssid_262050_c0_seq1.p1
OG0002280,"Ssid_238845_c0_seq1.p1, Ssid_253698_c0_seq6.p1"
OG0002281,"Ssid_228502_c0_seq1.p1, Ssid_244197_c1_seq1.p1"
OG0002282,
OG0002283,Ssid_250447_c0_seq1.p1
OG0002284,"Ssid_217809_c0_seq1.p1, Ssid_242485_c0_seq2.p1"
OG0002285,"Ssid_233828_c0_seq1.p1, Ssid_245748_c0_seq1.p1"
OG0002286,Ssid_198603_c0_seq1.p1
OG0002287,
OG0002288,Ssid_249317_c0_seq1.p1
OG0002289,"Ssid_205234_c0_seq1.p1, Ssid_232171_c0_seq1.p1"
OG0002290,"Ssid_259248_c1_seq4.p1, Ssid_259248_c1_seq4.p2"
OG0002291,"Ssid_261624_c0_seq1.p1, Ssid_263811_c0_seq1.p1, Ssid_263811_c0_seq1.p2"
OG0002292,Ssid_262736_c3_seq2.p2
OG0002293,"Ssid_251104_c0_seq2.p1, Ssid_254333_c0_seq1.p1"
OG0002294,Ssid_211585_c0_seq1.p1
OG0002295,
OG0002296,"Ssid_199706_c0_seq2.p1, Ssid_260750_c0_seq2.p1"
OG0002297,"Ssid_242356_c0_seq1.p1, Ssid_262379_c0_seq1.p1, Ssid_31469_c0_seq1.p1"
OG0002298,"Ssid_261081_c0_seq1.p1, Ssid_261081_c0_seq1.p2"
OG0002299,"Ssid_234023_c0_seq10.p1, Ssid_234023_c0_seq10.p2"
OG0002300,"Ssid_194571_c0_seq1.p1, Ssid_67237_c0_seq1.p1"
OG0002301,Ssid_239791_c0_seq1.p1
OG0002302,"Ssid_227038_c0_seq1.p1, Ssid_258269_c0_seq2.p1"
OG0002303,Ssid_237244_c0_seq1.p2
OG0002304,"Ssid_262961_c0_seq2.p1, Ssid_263721_c0_seq4.p1"
OG0002305,"Ssid_215161_c0_seq1.p1, Ssid_234278_c0_seq1.p1, Ssid_261071_c0_seq1.p1"
OG0002306,
OG0002307,Ssid_248248_c0_seq1.p1
OG0002308,Ssid_255397_c0_seq1.p1
OG0002309,"Ssid_250215_c0_seq3.p1, Ssid_261175_c0_seq11.p1"
OG0002310,"Ssid_243106_c0_seq1.p1, Ssid_262217_c0_seq1.p1, Ssid_263122_c2_seq1.p1"
OG0002311,Ssid_26007_c0_seq1.p1
OG0002312,"Ssid_250768_c0_seq1.p1, Ssid_250768_c0_seq1.p2"
OG0002313,Ssid_254738_c0_seq2.p1
OG0002314,Ssid_260145_c0_seq1.p1
OG0002315,"Ssid_236449_c0_seq1.p1, Ssid_253245_c0_seq3.p1, Ssid_257265_c0_seq1.p1"
OG0002316,"Ssid_247070_c0_seq1.p1, Ssid_261784_c0_seq3.p1"
OG0002317,Ssid_245082_c0_seq1.p1
OG0002318,Ssid_259628_c0_seq1.p1
OG0002319,Ssid_260235_c0_seq1.p1
OG0002320,Ssid_262391_c0_seq2.p1
OG0002321,Ssid_200428_c0_seq1.p1
OG0002322,Ssid_259742_c1_seq7.p1
OG0002323,Ssid_116908_c0_seq1.p1
OG0002324,"Ssid_234541_c0_seq3.p1, Ssid_240299_c0_seq1.p1, Ssid_245986_c0_seq1.p1"
OG0002325,
OG0002326,
OG0002327,"Ssid_254856_c0_seq1.p1, Ssid_254856_c0_seq1.p2"
OG0002328,
OG0002329,Ssid_253872_c0_seq1.p1
OG0002330,Ssid_237938_c0_seq1.p1
OG0002331,Ssid_258265_c1_seq2.p1
OG0002332,"Ssid_245238_c1_seq2.p1, Ssid_254673_c0_seq1.p1"
OG0002333,
OG0002334,"Ssid_250714_c0_seq1.p1, Ssid_263543_c0_seq3.p1"
OG0002335,Ssid_251533_c1_seq1.p1
OG0002336,Ssid_249159_c0_seq1.p1
OG0002337,Ssid_254114_c0_seq1.p2
OG0002338,Ssid_248856_c0_seq1.p1
OG0002339,Ssid_259597_c0_seq1.p1
OG0002340,
OG0002341,Ssid_249711_c0_seq1.p1
OG0002342,Ssid_103236_c0_seq2.p1
OG0002343,
OG0002344,Ssid_261588_c0_seq3.p1
OG0002345,"Ssid_261238_c1_seq4.p1, Ssid_261238_c1_seq4.p2"
OG0002346,
OG0002347,"Ssid_223523_c0_seq2.p1, Ssid_256110_c0_seq1.p1"
OG0002348,"Ssid_261828_c0_seq3.p1, Ssid_261828_c0_seq3.p2"
OG0002349,
OG0002350,Ssid_263255_c0_seq6.p1
OG0002351,
OG0002352,"Ssid_245921_c0_seq2.p1, Ssid_245921_c1_seq1.p1"
OG0002353,
OG0002354,
OG0002355,"Ssid_245340_c0_seq2.p1, Ssid_253325_c0_seq1.p1"
OG0002356,Ssid_238717_c0_seq1.p1
OG0002357,
OG0002358,
OG0002359,"Ssid_212494_c0_seq1.p1, Ssid_240170_c0_seq1.p1"
OG0002360,Ssid_263801_c0_seq1.p1
OG0002361,
OG0002362,
OG0002363,
OG0002364,Ssid_262656_c0_seq1.p1
OG0002365,"Ssid_235114_c0_seq1.p1, Ssid_249005_c0_seq1.p1, Ssid_255651_c0_seq2.p1"
OG0002366,
OG0002367,
OG0002368,Ssid_251092_c0_seq4.p1
OG0002369,Ssid_251058_c1_seq1.p1
OG0002370,
OG0002371,Ssid_260102_c0_seq3.p1
OG0002372,Ssid_244843_c0_seq2.p1
OG0002373,Ssid_256410_c0_seq1.p1
OG0002374,
OG0002375,Ssid_236235_c0_seq4.p1
OG0002376,Ssid_256638_c0_seq1.p1
OG0002377,
OG0002378,Ssid_261546_c1_seq1.p1
OG0002379,
OG0002380,
OG0002381,
OG0002382,Ssid_260104_c0_seq10.p1
OG0002383,
OG0002384,
OG0002385,
OG0002386,"Ssid_181178_c0_seq1.p1, Ssid_208774_c0_seq2.p1"
OG0002387,
OG0002388,"Ssid_254406_c1_seq17.p1, Ssid_96796_c0_seq1.p1"
OG0002389,Ssid_259480_c2_seq3.p1
OG0002390,
OG0002391,"Ssid_255277_c0_seq4.p4, Ssid_255277_c0_seq4.p6"
OG0002392,"Ssid_230831_c0_seq1.p1, Ssid_259165_c0_seq1.p1"
OG0002393,
OG0002394,Ssid_57266_c0_seq2.p1
OG0002395,Ssid_86115_c0_seq1.p1
OG0002396,
OG0002397,
OG0002398,
OG0002399,"Ssid_204196_c0_seq1.p1, Ssid_242940_c0_seq1.p2, Ssid_244143_c0_seq2.p1"
OG0002400,Ssid_228961_c0_seq3.p1
OG0002401,Ssid_262360_c0_seq3.p3
OG0002402,
OG0002403,Ssid_259718_c0_seq5.p1
OG0002404,Ssid_257481_c1_seq2.p1
OG0002405,Ssid_253445_c0_seq5.p1
OG0002406,"Ssid_235131_c0_seq1.p1, Ssid_235131_c0_seq1.p2, Ssid_315427_c0_seq1.p1"
OG0002407,Ssid_252993_c0_seq1.p1
OG0002408,"Ssid_259828_c0_seq6.p2, Ssid_259828_c0_seq6.p3"
OG0002409,Ssid_210854_c0_seq2.p1
OG0002410,"Ssid_164479_c0_seq1.p1, Ssid_202683_c0_seq1.p1"
OG0002411,
OG0002412,
OG0002413,Ssid_259118_c0_seq2.p1
OG0002414,
OG0002415,"Ssid_258639_c0_seq17.p1, Ssid_258639_c1_seq1.p1"
OG0002416,Ssid_259257_c0_seq2.p1
OG0002417,Ssid_217522_c0_seq1.p1
OG0002418,Ssid_253929_c0_seq1.p1
OG0002419,
OG0002420,
OG0002421,"Ssid_198466_c0_seq3.p1, Ssid_258535_c0_seq1.p1"
OG0002422,
OG0002423,Ssid_258124_c0_seq1.p1
OG0002424,Ssid_256551_c1_seq18.p1
OG0002425,
OG0002426,"Ssid_232941_c0_seq4.p1, Ssid_232941_c0_seq4.p2"
OG0002427,Ssid_217289_c0_seq1.p1
OG0002428,"Ssid_244032_c0_seq2.p1, Ssid_255078_c0_seq69.p1"
OG0002429,"Ssid_245330_c0_seq1.p1, Ssid_263730_c0_seq2.p1"
OG0002430,Ssid_263001_c1_seq4.p2
OG0002431,Ssid_241836_c1_seq4.p1
OG0002432,Ssid_244576_c1_seq2.p2
OG0002433,Ssid_254923_c1_seq1.p1
OG0002434,
OG0002435,Ssid_241298_c0_seq1.p1
OG0002436,
OG0002437,"Ssid_259010_c3_seq4.p1, Ssid_262388_c0_seq2.p1, Ssid_317812_c0_seq1.p1"
OG0002438,"Ssid_184452_c0_seq1.p1, Ssid_227321_c0_seq2.p1"
OG0002439,"Ssid_241167_c0_seq1.p1, Ssid_252387_c0_seq10.p1"
OG0002440,
OG0002441,"Ssid_258484_c0_seq2.p1, Ssid_263334_c0_seq5.p1, Ssid_263491_c0_seq4.p1, Ssid_263612_c0_seq1.p2"
OG0002442,
OG0002443,Ssid_253205_c1_seq18.p1
OG0002444,Ssid_251540_c0_seq1.p1
OG0002445,Ssid_261673_c1_seq11.p1
OG0002446,Ssid_261598_c0_seq1.p1
OG0002447,
OG0002448,Ssid_250458_c0_seq1.p1
OG0002449,Ssid_260734_c0_seq6.p1
OG0002450,Ssid_124281_c0_seq1.p1
OG0002451,Ssid_256338_c0_seq2.p1
OG0002452,"Ssid_262966_c1_seq1.p2, Ssid_262966_c1_seq1.p3"
OG0002453,Ssid_249701_c0_seq3.p1
OG0002454,"Ssid_202516_c0_seq1.p1, Ssid_258624_c0_seq1.p1, Ssid_258624_c0_seq1.p2"
OG0002455,Ssid_263452_c0_seq42.p1
OG0002456,Ssid_259275_c0_seq2.p2
OG0002457,Ssid_257898_c0_seq2.p1
OG0002458,Ssid_246445_c0_seq7.p1
OG0002459,
OG0002460,"Ssid_20708_c0_seq1.p1, Ssid_249973_c0_seq9.p1"
OG0002461,"Ssid_256757_c0_seq1.p1, Ssid_262992_c0_seq2.p1"
OG0002462,"Ssid_254392_c0_seq2.p2, Ssid_255057_c0_seq2.p1"
OG0002463,"Ssid_250365_c0_seq1.p1, Ssid_55838_c0_seq1.p1"
OG0002464,Ssid_121954_c0_seq2.p1
OG0002465,
OG0002466,"Ssid_222895_c0_seq1.p1, Ssid_233270_c0_seq2.p1, Ssid_255969_c0_seq6.p1"
OG0002467,Ssid_245667_c0_seq2.p1
OG0002468,
OG0002469,Ssid_246659_c0_seq1.p1
OG0002470,Ssid_260944_c0_seq2.p1
OG0002471,
OG0002472,"Ssid_232500_c0_seq1.p1, Ssid_263533_c0_seq2.p1"
OG0002473,Ssid_166910_c0_seq1.p1
OG0002474,
OG0002475,
OG0002476,
OG0002477,Ssid_253252_c0_seq1.p1
OG0002478,
OG0002479,Ssid_257699_c0_seq3.p1
OG0002480,Ssid_263641_c0_seq4.p1
OG0002481,"Ssid_227188_c0_seq1.p1, Ssid_253859_c0_seq1.p1"
OG0002482,
OG0002483,"Ssid_244355_c1_seq3.p1, Ssid_254958_c0_seq1.p1"
OG0002484,"Ssid_253287_c0_seq3.p1, Ssid_255271_c0_seq5.p1, Ssid_262375_c0_seq1.p2"
OG0002485,"Ssid_240586_c0_seq1.p1, Ssid_261733_c0_seq1.p1"
OG0002486,
OG0002487,
OG0002488,Ssid_256965_c0_seq4.p1
OG0002489,Ssid_236822_c0_seq1.p1
OG0002490,"Ssid_237086_c0_seq1.p1, Ssid_243951_c0_seq1.p1, Ssid_253311_c0_seq3.p1"
OG0002491,Ssid_254373_c0_seq3.p1
OG0002492,Ssid_251782_c0_seq1.p1
OG0002493,
OG0002494,
OG0002495,"Ssid_230887_c0_seq5.p1, Ssid_237793_c0_seq4.p1"
OG0002496,Ssid_255955_c0_seq1.p1
OG0002497,"Ssid_248332_c4_seq1.p1, Ssid_251619_c0_seq1.p1"
OG0002498,
OG0002499,"Ssid_232239_c0_seq1.p1, Ssid_246468_c0_seq1.p1"
OG0002500,Ssid_248791_c0_seq8.p1
OG0002501,Ssid_252225_c0_seq1.p1
OG0002502,
OG0002503,
OG0002504,
OG0002505,Ssid_257361_c0_seq1.p1
OG0002506,Ssid_233444_c0_seq1.p1
OG0002507,"Ssid_249946_c0_seq4.p2, Ssid_249946_c0_seq4.p3"
OG0002508,"Ssid_234146_c1_seq4.p1, Ssid_249265_c1_seq3.p1"
OG0002509,"Ssid_238254_c0_seq1.p1, Ssid_339917_c0_seq1.p1"
OG0002510,Ssid_197011_c0_seq1.p1
OG0002511,Ssid_260669_c0_seq2.p1
OG0002512,Ssid_248839_c0_seq1.p1
OG0002513,"Ssid_232236_c0_seq14.p1, Ssid_232236_c0_seq14.p2"
OG0002514,Ssid_262539_c2_seq1.p1
OG0002515,
OG0002516,"Ssid_258929_c0_seq3.p1, Ssid_260455_c0_seq5.p1"
OG0002517,Ssid_261041_c0_seq17.p2
OG0002518,"Ssid_242027_c0_seq2.p1, Ssid_242027_c0_seq2.p2, Ssid_247903_c0_seq1.p1"
OG0002519,Ssid_238719_c0_seq1.p1
OG0002520,
OG0002521,"Ssid_217794_c0_seq1.p1, Ssid_262113_c0_seq1.p1"
OG0002522,Ssid_252637_c0_seq3.p1
OG0002523,
OG0002524,"Ssid_246008_c1_seq2.p1, Ssid_246008_c1_seq2.p3"
OG0002525,
OG0002526,"Ssid_250754_c0_seq2.p1, Ssid_251976_c0_seq2.p1"
OG0002527,Ssid_263271_c0_seq4.p1
OG0002528,Ssid_256522_c0_seq2.p1
OG0002529,"Ssid_250988_c0_seq3.p1, Ssid_260566_c0_seq2.p2"
OG0002530,"Ssid_231964_c0_seq1.p1, Ssid_246176_c0_seq2.p1"
OG0002531,Ssid_256268_c0_seq14.p1
OG0002532,Ssid_252975_c0_seq1.p1
OG0002533,"Ssid_239695_c0_seq1.p1, Ssid_248675_c0_seq3.p1"
OG0002534,"Ssid_249508_c0_seq1.p1, Ssid_261100_c0_seq9.p1"
OG0002535,"Ssid_245464_c0_seq2.p1, Ssid_245464_c0_seq2.p2"
OG0002536,
OG0002537,Ssid_257886_c1_seq1.p4
OG0002538,"Ssid_244816_c0_seq1.p1, Ssid_337170_c0_seq1.p1, Ssid_446929_c0_seq1.p1"
OG0002539,
OG0002540,Ssid_261219_c1_seq1.p1
OG0002541,Ssid_220063_c0_seq1.p1
OG0002542,"Ssid_223882_c0_seq2.p1, Ssid_245149_c0_seq1.p1"
OG0002543,Ssid_219200_c0_seq1.p1
OG0002544,"Ssid_241626_c0_seq8.p1, Ssid_241626_c0_seq8.p2"
OG0002545,"Ssid_253508_c0_seq14.p1, Ssid_253508_c0_seq14.p4, Ssid_260009_c0_seq1.p1"
OG0002546,Ssid_246098_c0_seq12.p1
OG0002547,"Ssid_244202_c0_seq8.p1, Ssid_244202_c0_seq8.p2"
OG0002548,"Ssid_237165_c0_seq1.p1, Ssid_246437_c0_seq1.p1"
OG0002549,"Ssid_220704_c0_seq1.p1, Ssid_255184_c0_seq1.p1"
OG0002550,Ssid_238849_c0_seq1.p1
OG0002551,"Ssid_247569_c0_seq6.p3, Ssid_251608_c0_seq1.p1"
OG0002552,"Ssid_263615_c1_seq3.p1, Ssid_263615_c1_seq3.p4"
OG0002553,"Ssid_260414_c0_seq5.p1, Ssid_260414_c0_seq5.p2"
OG0002554,"Ssid_254625_c0_seq18.p1, Ssid_254625_c0_seq18.p2"
OG0002555,"Ssid_248756_c1_seq3.p1, Ssid_256711_c0_seq1.p1"
OG0002556,Ssid_256610_c0_seq1.p1
OG0002557,Ssid_260745_c1_seq6.p1
OG0002558,Ssid_101742_c0_seq1.p1
OG0002559,"Ssid_248333_c0_seq2.p1, Ssid_248333_c1_seq1.p1"
OG0002560,"Ssid_200023_c0_seq1.p1, Ssid_227459_c0_seq1.p1, Ssid_234621_c0_seq6.p1"
OG0002561,Ssid_244475_c0_seq14.p1
OG0002562,"Ssid_250923_c0_seq1.p1, Ssid_255624_c0_seq1.p1"
OG0002563,"Ssid_218217_c0_seq1.p1, Ssid_248099_c0_seq1.p1, Ssid_250016_c0_seq1.p2"
OG0002564,"Ssid_223552_c0_seq1.p1, Ssid_229952_c0_seq1.p1, Ssid_393901_c0_seq1.p1"
OG0002565,Ssid_260363_c0_seq6.p1
OG0002566,"Ssid_261739_c0_seq2.p1, Ssid_261739_c0_seq2.p2"
OG0002567,
OG0002568,"Ssid_209550_c0_seq1.p1, Ssid_254458_c0_seq2.p1"
OG0002569,"Ssid_237536_c0_seq1.p1, Ssid_263294_c1_seq6.p2"
OG0002570,Ssid_255583_c1_seq1.p1
OG0002571,Ssid_251489_c0_seq4.p1
OG0002572,"Ssid_236185_c0_seq1.p1, Ssid_261313_c0_seq4.p1"
OG0002573,"Ssid_259090_c0_seq5.p1, Ssid_325346_c0_seq1.p1, Ssid_99808_c0_seq1.p1"
OG0002574,"Ssid_261849_c0_seq1.p1, Ssid_261849_c0_seq1.p2"
OG0002575,"Ssid_247543_c0_seq1.p1, Ssid_253723_c0_seq5.p1"
OG0002576,Ssid_219870_c0_seq7.p1
OG0002577,"Ssid_150089_c0_seq1.p1, Ssid_240899_c0_seq1.p1"
OG0002578,"Ssid_241198_c0_seq1.p1, Ssid_254011_c1_seq1.p1"
OG0002579,"Ssid_236316_c0_seq2.p2, Ssid_249686_c0_seq17.p1, Ssid_257685_c0_seq5.p2, Ssid_35140_c0_seq1.p2"
OG0002580,
OG0002581,"Ssid_261423_c0_seq1.p1, Ssid_261423_c0_seq1.p2"
OG0002582,Ssid_246982_c1_seq4.p1
OG0002583,Ssid_240273_c1_seq1.p1
OG0002584,Ssid_256476_c0_seq3.p1
OG0002585,"Ssid_249307_c0_seq2.p1, Ssid_258940_c0_seq1.p1"
OG0002586,Ssid_248328_c0_seq2.p1
OG0002587,
OG0002588,Ssid_256906_c0_seq2.p1
OG0002589,Ssid_229232_c0_seq1.p1
OG0002590,Ssid_232648_c0_seq2.p1
OG0002591,Ssid_258139_c0_seq1.p1
OG0002592,
OG0002593,Ssid_258526_c0_seq1.p1
OG0002594,"Ssid_262440_c0_seq4.p1, Ssid_337856_c0_seq1.p1"
OG0002595,Ssid_255005_c0_seq2.p1
OG0002596,Ssid_254918_c1_seq3.p1
OG0002597,Ssid_255255_c0_seq2.p1
OG0002598,Ssid_231593_c0_seq4.p1
OG0002599,Ssid_249238_c0_seq1.p1
OG0002600,"Ssid_231966_c0_seq1.p1, Ssid_231966_c0_seq1.p2"
OG0002601,"Ssid_216120_c0_seq4.p1, Ssid_245352_c0_seq1.p1"
OG0002602,"Ssid_251060_c0_seq2.p1, Ssid_261568_c2_seq1.p1"
OG0002603,"Ssid_126790_c0_seq1.p2, Ssid_256899_c0_seq2.p2, Ssid_256914_c0_seq2.p1"
OG0002604,"Ssid_236349_c0_seq1.p1, Ssid_262077_c0_seq1.p1"
OG0002605,Ssid_256676_c0_seq2.p1
OG0002606,"Ssid_258421_c0_seq2.p1, Ssid_260587_c0_seq1.p1"
OG0002607,Ssid_252576_c0_seq1.p1
OG0002608,
OG0002609,Ssid_245197_c0_seq2.p1
OG0002610,Ssid_252116_c0_seq1.p1
OG0002611,Ssid_235288_c0_seq1.p1
OG0002612,"Ssid_157573_c0_seq1.p1, Ssid_251546_c0_seq1.p1"
OG0002613,Ssid_260987_c0_seq11.p1
OG0002614,"Ssid_256848_c0_seq1.p1, Ssid_258181_c0_seq3.p1"
OG0002615,"Ssid_234875_c0_seq13.p1, Ssid_234875_c0_seq13.p2"
OG0002616,Ssid_261717_c0_seq13.p1
OG0002617,"Ssid_259587_c0_seq1.p1, Ssid_263558_c1_seq4.p1, Ssid_263558_c1_seq4.p2"
OG0002618,"Ssid_248819_c0_seq3.p1, Ssid_255019_c0_seq1.p1"
OG0002619,"Ssid_259111_c1_seq22.p1, Ssid_263153_c1_seq2.p1"
OG0002620,Ssid_259958_c0_seq2.p1
OG0002621,Ssid_252857_c1_seq2.p1
OG0002622,Ssid_257157_c0_seq2.p1
OG0002623,"Ssid_233724_c0_seq1.p1, Ssid_243981_c0_seq1.p1"
OG0002624,
OG0002625,Ssid_249347_c0_seq1.p1
OG0002626,"Ssid_247244_c0_seq3.p1, Ssid_262100_c0_seq2.p2"
OG0002627,
OG0002628,"Ssid_223692_c0_seq1.p1, Ssid_256046_c0_seq2.p1, Ssid_256046_c0_seq2.p3"
OG0002629,Ssid_251698_c0_seq1.p1
OG0002630,"Ssid_254570_c0_seq1.p1, Ssid_254570_c0_seq1.p2"
OG0002631,"Ssid_250835_c1_seq2.p1, Ssid_276145_c0_seq1.p1"
OG0002632,Ssid_255697_c0_seq2.p1
OG0002633,Ssid_258276_c2_seq6.p1
OG0002634,"Ssid_262490_c0_seq2.p1, Ssid_262490_c0_seq2.p2"
OG0002635,Ssid_262505_c1_seq2.p1
OG0002636,Ssid_246471_c0_seq2.p1
OG0002637,"Ssid_192114_c0_seq1.p1, Ssid_255460_c0_seq2.p1, Ssid_255460_c0_seq2.p2"
OG0002638,"Ssid_258197_c0_seq1.p1, Ssid_258557_c0_seq2.p1"
OG0002639,"Ssid_10994_c0_seq2.p1, Ssid_253832_c0_seq1.p1, Ssid_262039_c0_seq1.p1"
OG0002640,"Ssid_211575_c0_seq2.p1, Ssid_249653_c0_seq1.p1"
OG0002641,"Ssid_226569_c0_seq2.p1, Ssid_247766_c0_seq1.p1"
OG0002642,"Ssid_189180_c0_seq4.p1, Ssid_237274_c0_seq21.p2, Ssid_237274_c0_seq21.p4"
OG0002643,"Ssid_262240_c0_seq3.p1, Ssid_262240_c0_seq3.p2"
OG0002644,"Ssid_258188_c0_seq5.p1, Ssid_258188_c0_seq5.p2"
OG0002645,"Ssid_197120_c0_seq1.p1, Ssid_254954_c0_seq2.p1"
OG0002646,"Ssid_243345_c0_seq1.p1, Ssid_252635_c0_seq4.p1"
OG0002647,"Ssid_243470_c0_seq1.p1, Ssid_262278_c0_seq2.p1"
OG0002648,
OG0002649,"Ssid_159514_c0_seq2.p3, Ssid_259601_c0_seq2.p2"
OG0002650,Ssid_262924_c0_seq1.p1
OG0002651,"Ssid_236326_c0_seq3.p1, Ssid_255779_c1_seq1.p1"
OG0002652,"Ssid_212097_c0_seq1.p1, Ssid_222771_c0_seq1.p1, Ssid_257871_c0_seq1.p1"
OG0002653,Ssid_261324_c2_seq1.p1
OG0002654,
OG0002655,Ssid_242958_c0_seq1.p1
OG0002656,"Ssid_245771_c0_seq1.p1, Ssid_261192_c0_seq1.p1"
OG0002657,Ssid_254882_c0_seq3.p1
OG0002658,"Ssid_259129_c0_seq1.p1, Ssid_262321_c1_seq1.p1"
OG0002659,"Ssid_249585_c0_seq1.p1, Ssid_263597_c0_seq2.p2"
OG0002660,"Ssid_248015_c1_seq4.p1, Ssid_259286_c0_seq3.p1"
OG0002661,Ssid_256574_c0_seq4.p1
OG0002662,"Ssid_166275_c0_seq1.p1, Ssid_251419_c0_seq17.p1, Ssid_251419_c0_seq17.p2"
OG0002663,"Ssid_253234_c0_seq2.p1, Ssid_255026_c0_seq2.p1"
OG0002664,Ssid_259729_c1_seq3.p1
OG0002665,"Ssid_234299_c0_seq1.p1, Ssid_252560_c0_seq2.p1"
OG0002666,"Ssid_254582_c0_seq7.p1, Ssid_254582_c0_seq7.p2"
OG0002667,Ssid_255021_c0_seq1.p1
OG0002668,
OG0002669,Ssid_257069_c0_seq15.p1
OG0002670,Ssid_260007_c0_seq1.p1
OG0002671,"Ssid_253461_c0_seq1.p1, Ssid_253461_c1_seq1.p1, Ssid_255209_c0_seq1.p1"
OG0002672,"Ssid_197914_c0_seq1.p1, Ssid_235147_c0_seq1.p1"
OG0002673,Ssid_240019_c0_seq1.p1
OG0002674,"Ssid_191681_c0_seq2.p1, Ssid_228325_c0_seq1.p1, Ssid_256426_c0_seq2.p1"
OG0002675,"Ssid_225101_c0_seq6.p1, Ssid_226489_c0_seq1.p1, Ssid_244099_c0_seq1.p1, Ssid_253454_c0_seq1.p1"
OG0002676,"Ssid_261994_c0_seq1.p1, Ssid_391673_c0_seq1.p1"
OG0002677,
OG0002678,
OG0002679,"Ssid_254113_c0_seq1.p1, Ssid_254113_c0_seq1.p2"
OG0002680,"Ssid_262222_c0_seq1.p1, Ssid_262222_c1_seq3.p1"
OG0002681,Ssid_104531_c0_seq1.p1
OG0002682,"Ssid_245073_c0_seq2.p1, Ssid_255952_c0_seq1.p1"
OG0002683,"Ssid_238637_c0_seq1.p1, Ssid_238687_c0_seq2.p1, Ssid_238687_c0_seq2.p2, Ssid_238687_c0_seq2.p3"
OG0002684,Ssid_233777_c0_seq1.p1
OG0002685,Ssid_243781_c0_seq1.p1
OG0002686,"Ssid_253079_c0_seq4.p1, Ssid_260349_c0_seq1.p1"
OG0002687,
OG0002688,Ssid_263549_c0_seq2.p2
OG0002689,Ssid_255489_c0_seq4.p1
OG0002690,
OG0002691,"Ssid_215429_c0_seq1.p1, Ssid_246367_c0_seq4.p1"
OG0002692,"Ssid_251138_c0_seq2.p1, Ssid_262361_c0_seq2.p1, Ssid_262361_c0_seq2.p4"
OG0002693,"Ssid_262951_c0_seq2.p1, Ssid_262951_c1_seq2.p1"
OG0002694,"Ssid_230631_c0_seq1.p1, Ssid_262029_c0_seq1.p1"
OG0002695,Ssid_263306_c0_seq6.p1
OG0002696,Ssid_263151_c1_seq9.p1
OG0002697,"Ssid_203058_c0_seq1.p1, Ssid_263152_c0_seq1.p1"
OG0002698,Ssid_257619_c0_seq1.p1
OG0002699,
OG0002700,"Ssid_130457_c0_seq1.p1, Ssid_154974_c0_seq2.p1, Ssid_364093_c0_seq1.p1"
OG0002701,
OG0002702,Ssid_11820_c0_seq1.p1
OG0002703,Ssid_179487_c0_seq1.p1
OG0002704,
OG0002705,"Ssid_263507_c0_seq9.p1, Ssid_62700_c0_seq2.p1"
OG0002706,Ssid_238922_c0_seq2.p1
OG0002707,Ssid_254772_c0_seq2.p2
OG0002708,
OG0002709,
OG0002710,
OG0002711,"Ssid_237421_c0_seq1.p1, Ssid_255500_c0_seq2.p2"
OG0002712,
OG0002713,"Ssid_253160_c0_seq4.p2, Ssid_253687_c0_seq42.p2"
OG0002714,Ssid_261644_c0_seq2.p1
OG0002715,
OG0002716,
OG0002717,
OG0002718,"Ssid_220802_c0_seq1.p1, Ssid_257643_c0_seq5.p1"
OG0002719,
OG0002720,Ssid_254493_c0_seq1.p1
OG0002721,
OG0002722,
OG0002723,"Ssid_230015_c0_seq2.p1, Ssid_230015_c0_seq2.p2"
OG0002724,
OG0002725,
OG0002726,Ssid_238586_c0_seq1.p1
OG0002727,Ssid_240852_c0_seq4.p1
OG0002728,Ssid_218507_c0_seq2.p1
OG0002729,
OG0002730,
OG0002731,
OG0002732,"Ssid_240310_c1_seq2.p1, Ssid_263363_c0_seq3.p1"
OG0002733,
OG0002734,"Ssid_202644_c0_seq1.p1, Ssid_364504_c0_seq1.p1, Ssid_377822_c0_seq1.p1, Ssid_58612_c0_seq1.p1, Ssid_82844_c0_seq1.p1"
OG0002735,
