Orthogroup,Mcav_No_isos
OG0003569,"Mcav_18413_c6_g1_i1.p1, Mcav_19254_c37_g1_i2.p1, Mcav_26614_c0_g1_i1.p1, Mcav_3053_c4_g1_i1.p1, Mcav_39108_c3_g1_i1.p1, Mcav_41322_c10_g1_i1.p1"
OG0003570,Mcav_41996_c3_g1_i1.p1
OG0003571,Mcav_17991_c6_g1_i3.p1
OG0003572,"Mcav_1098_c5_g1_i1.p1, Mcav_1098_c5_g1_i2.p1, Mcav_1098_c5_g1_i3.p1"
OG0003573,Mcav_31419_c0_g1_i1.p1
OG0003574,"Mcav_6648_c3_g1_i1.p1, Mcav_6648_c3_g1_i3.p1, Mcav_6648_c5_g1_i1.p1, Mcav_6648_c5_g1_i2.p1"
OG0003575,"Mcav_10339_c0_g1_i2.p1, Mcav_10339_c0_g2_i1.p1"
OG0003576,Mcav_54166_c8_g1_i1.p1
OG0003577,Mcav_39073_c94_g1_i1.p1
OG0003578,"Mcav_58762_c9_g1_i1.p2, Mcav_58762_c9_g1_i2.p1"
OG0003579,"Mcav_10204_c7_g1_i2.p1, Mcav_10228_c1_g1_i1.p1"
OG0003580,Mcav_7386_c2_g1_i1.p1
OG0003581,Mcav_3958_c4_g1_i1.p1
OG0003582,Mcav_47575_c9_g1_i2.p1
OG0003583,"Mcav_55510_c0_g1_i1.p1, Mcav_55510_c0_g1_i2.p1"
OG0003584,Mcav_35108_c14_g1_i2.p1
OG0003585,"Mcav_8663_c0_g1_i1.p1, Mcav_8676_c1_g1_i3.p1, Mcav_8695_c8_g1_i4.p1"
OG0003586,"Mcav_23249_c0_g1_i1.p1, Mcav_23254_c8_g1_i1.p1"
OG0003587,Mcav_36745_c17_g1_i2.p1
OG0003588,"Mcav_32672_c0_g1_i1.p1, Mcav_32692_c1_g1_i1.p1"
OG0003589,Mcav_45064_c0_g1_i1.p1
OG0003590,Mcav_29355_c3_g1_i1.p1
OG0003591,"Mcav_33466_c20_g1_i1.p1, Mcav_33466_c20_g2_i1.p1"
OG0003592,Mcav_43193_c4_g4_i2.p1
OG0003593,"Mcav_5349_c0_g1_i1.p1, Mcav_5350_c0_g2_i1.p1"
OG0003594,"Mcav_60893_c16_g1_i1.p1, Mcav_60893_c19_g1_i2.p1"
OG0003595,"Mcav_42283_c49_g1_i2.p2, Mcav_42283_c49_g1_i2.p3, Mcav_42283_c49_g1_i5.p3, Mcav_42283_c49_g2_i1.p1"
OG0003596,Mcav_22519_c6_g1_i4.p1
OG0003597,Mcav_7808_c4_g1_i1.p1
OG0003598,"Mcav_29361_c1_g1_i1.p1, Mcav_29362_c0_g1_i1.p1, Mcav_29364_c8_g1_i1.p1"
OG0003599,"Mcav_29936_c3_g1_i3.p1, Mcav_29936_c3_g1_i4.p1"
OG0003600,Mcav_21442_c6_g1_i3.p1
OG0003601,"Mcav_19804_c6_g2_i1.p1, Mcav_19812_c10_g1_i5.p1"
OG0003602,"Mcav_7735_c2_g1_i2.p1, Mcav_7749_c0_g1_i1.p1"
OG0003603,"Mcav_51751_c1_g1_i2.p1, Mcav_51761_c5_g1_i1.p1"
OG0003604,"Mcav_10150_c5_g1_i2.p2, Mcav_34041_c1_g1_i1.p1"
OG0003605,"Mcav_15494_c2_g1_i3.p1, Mcav_16549_c4_g1_i1.p1, Mcav_59273_c2_g1_i1.p1"
OG0003606,Mcav_45072_c1_g1_i1.p1
OG0003607,"Mcav_55181_c1_g1_i1.p1, Mcav_55193_c2_g1_i2.p1, Mcav_55210_c5_g1_i1.p2"
OG0003608,"Mcav_46051_c5_g1_i2.p1, Mcav_46087_c2_g1_i1.p1"
OG0003609,"Mcav_15755_c0_g1_i1.p1, Mcav_54785_c34_g1_i2.p1"
OG0003610,"Mcav_48497_c8_g1_i1.p1, Mcav_58756_c1_g1_i1.p1, Mcav_58785_c0_g1_i1.p1"
OG0003611,Mcav_61861_c7_g1_i4.p1
OG0003612,"Mcav_823_c4_g1_i1.p1, Mcav_828_c4_g1_i1.p1"
OG0003613,"Mcav_43081_c7_g1_i3.p1, Mcav_43081_c8_g1_i1.p1"
OG0003614,"Mcav_5785_c0_g1_i1.p1, Mcav_5785_c1_g1_i1.p1"
OG0003615,Mcav_25991_c0_g1_i1.p1
OG0003616,Mcav_23188_c0_g1_i1.p1
OG0003617,Mcav_28664_c5_g1_i2.p1
OG0003618,Mcav_1232_c27_g1_i3.p1
OG0003619,"Mcav_45929_c4_g1_i1.p1, Mcav_45929_c5_g1_i1.p2"
OG0003620,Mcav_23417_c5_g1_i2.p1
OG0003621,"Mcav_51990_c11_g2_i2.p1, Mcav_51990_c12_g1_i3.p1"
OG0003622,Mcav_62266_c0_g2_i4.p1
OG0003623,"Mcav_39104_c133_g1_i3.p1, Mcav_39104_c97_g1_i1.p1"
OG0003624,"Mcav_11760_c5_g1_i1.p1, Mcav_11760_c5_g1_i3.p2"
OG0003625,Mcav_21217_c0_g1_i1.p1
OG0003626,Mcav_3652_c2_g1_i1.p1
OG0003627,"Mcav_35379_c12_g1_i1.p1, Mcav_35379_c14_g1_i1.p1"
OG0003628,"Mcav_15041_c1_g1_i1.p1, Mcav_15073_c3_g1_i3.p1"
OG0003629,"Mcav_34365_c0_g1_i1.p1, Mcav_53621_c2_g1_i1.p1"
OG0003630,"Mcav_18092_c0_g1_i1.p1, Mcav_51105_c0_g1_i1.p1, Mcav_51770_c1_g2_i1.p1, Mcav_52434_c9_g1_i1.p1"
OG0003631,"Mcav_36827_c2_g1_i1.p1, Mcav_36827_c2_g1_i1.p2"
OG0003632,Mcav_45065_c5_g1_i2.p1
OG0003633,"Mcav_36659_c3_g1_i1.p1, Mcav_36668_c4_g1_i1.p1"
OG0003634,"Mcav_14125_c0_g1_i1.p1, Mcav_14128_c4_g1_i1.p1, Mcav_14128_c5_g1_i1.p1"
OG0003635,"Mcav_38777_c3_g1_i2.p1, Mcav_38777_c3_g1_i4.p1"
OG0003636,
OG0003637,"Mcav_36174_c3_g1_i2.p2, Mcav_36174_c3_g1_i6.p1"
OG0003638,Mcav_49215_c2_g1_i1.p1
OG0003639,"Mcav_14132_c14_g1_i2.p1, Mcav_14132_c14_g1_i3.p1, Mcav_41059_c3_g1_i1.p1"
OG0003640,"Mcav_12585_c0_g1_i1.p1, Mcav_12612_c0_g1_i2.p1"
OG0003641,Mcav_14827_c7_g2_i2.p1
OG0003642,"Mcav_13880_c5_g1_i2.p1, Mcav_25913_c7_g1_i3.p1, Mcav_28641_c8_g1_i1.p1, Mcav_37487_c7_g1_i1.p1"
OG0003643,"Mcav_53088_c31_g1_i1.p1, Mcav_53088_c41_g1_i2.p1"
OG0003644,"Mcav_16227_c6_g1_i2.p1, Mcav_16227_c6_g1_i3.p1, Mcav_328_c9_g1_i1.p1, Mcav_33987_c14_g1_i4.p1"
OG0003645,
OG0003646,
OG0003647,Mcav_42106_c5_g1_i1.p1
OG0003648,"Mcav_44652_c0_g1_i1.p1, Mcav_44660_c0_g1_i1.p1"
OG0003649,Mcav_26430_c10_g1_i1.p1
OG0003650,"Mcav_2318_c0_g1_i1.p1, Mcav_28914_c0_g1_i1.p1, Mcav_31409_c0_g1_i1.p1, Mcav_41974_c2_g1_i1.p1"
OG0003651,Mcav_50085_c0_g1_i1.p1
OG0003652,Mcav_11296_c5_g1_i1.p1
OG0003653,Mcav_12492_c1_g1_i2.p1
OG0003654,
OG0003655,Mcav_33378_c2_g1_i1.p1
OG0003656,"Mcav_27593_c1_g1_i1.p1, Mcav_34771_c115_g1_i1.p1, Mcav_50831_c12_g1_i2.p1, Mcav_54786_c4_g1_i1.p1, Mcav_61384_c0_g1_i1.p3"
OG0003657,"Mcav_21658_c0_g1_i1.p1, Mcav_54237_c0_g1_i1.p1, Mcav_620_c11_g1_i2.p2"
OG0003658,Mcav_17129_c13_g1_i1.p2
OG0003659,"Mcav_49588_c0_g1_i1.p1, Mcav_49592_c6_g1_i1.p1"
OG0003660,"Mcav_55997_c0_g1_i1.p1, Mcav_55999_c0_g1_i4.p1"
OG0003661,"Mcav_10181_c0_g1_i1.p1, Mcav_39609_c0_g1_i1.p1, Mcav_59599_c2_g1_i1.p2, Mcav_59622_c0_g1_i1.p1"
OG0003662,"Mcav_10231_c0_g1_i1.p1, Mcav_10447_c4_g1_i1.p1, Mcav_29234_c32_g1_i1.p1, Mcav_36163_c6_g1_i1.p1, Mcav_38887_c29_g1_i2.p9, Mcav_49619_c5_g2_i1.p1, Mcav_5988_c6_g1_i2.p2"
OG0003663,"Mcav_10255_c0_g1_i1.p1, Mcav_10256_c0_g1_i1.p1"
OG0003664,"Mcav_10506_c15_g1_i1.p1, Mcav_15400_c1_g1_i1.p1, Mcav_26795_c52_g1_i1.p1, Mcav_46187_c0_g1_i1.p1, Mcav_49734_c23_g1_i1.p1, Mcav_53088_c32_g1_i1.p1, Mcav_59110_c6_g1_i1.p1, Mcav_9352_c0_g2_i1.p2"
OG0003665,"Mcav_11185_c0_g1_i3.p2, Mcav_58747_c2_g1_i1.p1"
OG0003666,"Mcav_11335_c9_g1_i1.p1, Mcav_11350_c71_g4_i1.p1, Mcav_11350_c71_g6_i1.p1, Mcav_11350_c71_g6_i2.p1"
OG0003667,"Mcav_11449_c0_g1_i1.p2, Mcav_2433_c0_g1_i1.p2, Mcav_33409_c0_g1_i1.p2, Mcav_44523_c13_g2_i1.p2, Mcav_45828_c1_g1_i1.p2, Mcav_46012_c0_g1_i1.p1, Mcav_48300_c0_g1_i1.p2, Mcav_58978_c0_g1_i1.p1"
OG0003668,"Mcav_11508_c0_g1_i1.p1, Mcav_11509_c2_g1_i1.p1"
OG0003669,"Mcav_11578_c0_g1_i1.p1, Mcav_2407_c22_g3_i2.p1, Mcav_35187_c5_g1_i1.p1, Mcav_50368_c0_g1_i1.p1, Mcav_50627_c0_g1_i1.p1, Mcav_608_c0_g1_i1.p1"
OG0003670,"Mcav_1191_c12_g1_i2.p1, Mcav_59119_c15_g4_i2.p1"
OG0003671,"Mcav_11922_c7_g1_i3.p1, Mcav_11922_c8_g1_i2.p1"
OG0003672,"Mcav_12041_c1_g1_i2.p1, Mcav_25815_c4_g1_i2.p1, Mcav_32017_c0_g1_i1.p1, Mcav_41110_c0_g1_i1.p1, Mcav_57721_c1_g1_i1.p1"
OG0003673,"Mcav_12712_c25_g1_i1.p1, Mcav_14782_c4_g1_i1.p1, Mcav_15908_c2_g1_i1.p1, Mcav_3642_c1_g1_i1.p1, Mcav_46863_c0_g1_i6.p1, Mcav_46863_c0_g1_i8.p3, Mcav_56850_c13_g1_i1.p1, Mcav_59697_c5_g1_i2.p1"
OG0003674,"Mcav_12814_c13_g1_i1.p1, Mcav_1411_c0_g1_i1.p1, Mcav_15762_c17_g1_i1.p1, Mcav_31024_c0_g1_i1.p1, Mcav_43533_c0_g1_i1.p1, Mcav_533_c0_g1_i1.p1, Mcav_55141_c2_g1_i1.p1, Mcav_7690_c4_g1_i1.p1"
OG0003675,"Mcav_12877_c0_g1_i1.p1, Mcav_12881_c0_g1_i1.p1, Mcav_12881_c1_g1_i1.p1"
OG0003676,"Mcav_13867_c16_g1_i1.p1, Mcav_13867_c26_g1_i1.p1, Mcav_13867_c29_g2_i1.p1, Mcav_13867_c29_g4_i1.p1, Mcav_13875_c0_g1_i1.p1, Mcav_36025_c0_g1_i1.p1"
OG0003677,"Mcav_13892_c6_g1_i8.p1, Mcav_13903_c0_g1_i1.p1"
OG0003678,"Mcav_13953_c0_g1_i1.p1, Mcav_33601_c6_g1_i2.p1"
OG0003679,"Mcav_14024_c39_g1_i3.p1, Mcav_14473_c0_g1_i1.p1, Mcav_14477_c2_g1_i1.p1, Mcav_14477_c2_g1_i2.p1, Mcav_51903_c0_g1_i1.p1"
OG0003680,"Mcav_14419_c0_g1_i1.p1, Mcav_29429_c2_g1_i2.p1, Mcav_32010_c0_g1_i1.p1, Mcav_38920_c1_g1_i1.p1, Mcav_39902_c0_g1_i1.p1, Mcav_58772_c13_g2_i1.p1, Mcav_58914_c8_g1_i1.p1"
OG0003681,"Mcav_1448_c1_g1_i1.p1, Mcav_50805_c14_g1_i1.p1, Mcav_53195_c22_g1_i2.p1, Mcav_53195_c22_g1_i2.p2, Mcav_59129_c1_g1_i1.p1"
OG0003682,"Mcav_14538_c3_g1_i1.p1, Mcav_21793_c0_g1_i1.p1, Mcav_24283_c5_g1_i2.p1, Mcav_35254_c5_g1_i1.p1, Mcav_44019_c0_g1_i1.p1, Mcav_57296_c2_g1_i1.p1, Mcav_57296_c6_g1_i1.p1"
OG0003683,"Mcav_14782_c2_g1_i1.p1, Mcav_14782_c3_g2_i1.p1, Mcav_3648_c2_g1_i1.p1, Mcav_3648_c3_g1_i1.p1, Mcav_43281_c0_g1_i1.p1, Mcav_8463_c4_g1_i1.p1"
OG0003684,"Mcav_1503_c0_g1_i1.p3, Mcav_15231_c0_g1_i1.p2, Mcav_24377_c0_g1_i1.p3, Mcav_30148_c0_g1_i1.p3, Mcav_30586_c0_g1_i1.p4, Mcav_32189_c0_g1_i1.p2, Mcav_40051_c46_g1_i1.p1, Mcav_41784_c10_g1_i1.p1"
OG0003685,"Mcav_16293_c1_g1_i1.p1, Mcav_16293_c1_g1_i6.p1, Mcav_58905_c2_g1_i2.p1"
OG0003686,"Mcav_16373_c9_g1_i1.p1, Mcav_17291_c16_g1_i1.p2, Mcav_27399_c0_g1_i2.p1, Mcav_27875_c0_g1_i2.p1, Mcav_57215_c6_g1_i1.p1"
OG0003687,"Mcav_16536_c2_g1_i1.p1, Mcav_16536_c2_g1_i3.p1, Mcav_16544_c0_g1_i1.p1"
OG0003688,Mcav_16538_c0_g1_i1.p1
OG0003689,"Mcav_16894_c0_g1_i1.p1, Mcav_47779_c0_g1_i1.p1, Mcav_47779_c3_g1_i1.p1, Mcav_47796_c0_g1_i1.p1, Mcav_47803_c0_g1_i1.p1"
OG0003690,"Mcav_16897_c2_g1_i1.p1, Mcav_16914_c7_g1_i1.p1"
OG0003691,"Mcav_17224_c0_g1_i1.p1, Mcav_5136_c1_g1_i1.p1"
OG0003692,"Mcav_1752_c6_g1_i1.p1, Mcav_1769_c12_g1_i1.p1"
OG0003693,"Mcav_17760_c137_g1_i1.p1, Mcav_26677_c0_g1_i1.p1, Mcav_34896_c0_g1_i1.p2, Mcav_36229_c0_g1_i1.p2, Mcav_39857_c0_g1_i1.p2, Mcav_42115_c0_g1_i1.p2, Mcav_44422_c0_g1_i1.p2, Mcav_59971_c0_g1_i1.p2"
OG0003694,"Mcav_18017_c22_g2_i3.p1, Mcav_19990_c0_g1_i1.p1"
OG0003695,"Mcav_18712_c0_g1_i1.p1, Mcav_7398_c5_g1_i1.p1, Mcav_7398_c7_g1_i1.p1"
OG0003696,"Mcav_19254_c19_g1_i1.p1, Mcav_21545_c1_g1_i1.p1, Mcav_24749_c0_g1_i1.p1, Mcav_36543_c0_g1_i1.p1, Mcav_4922_c2_g1_i1.p1, Mcav_49497_c0_g1_i1.p2, Mcav_61075_c0_g1_i1.p1, Mcav_61733_c0_g1_i1.p1"
OG0003697,"Mcav_19430_c1_g1_i1.p1, Mcav_19433_c5_g1_i1.p1, Mcav_19433_c5_g1_i3.p1"
OG0003698,"Mcav_19577_c9_g1_i2.p1, Mcav_26112_c0_g1_i1.p1, Mcav_26837_c0_g1_i1.p1, Mcav_26837_c1_g1_i1.p1, Mcav_34147_c0_g2_i1.p1, Mcav_3444_c0_g1_i1.p1"
OG0003699,"Mcav_19610_c1_g1_i1.p1, Mcav_23517_c0_g1_i1.p2, Mcav_32113_c2_g1_i1.p1, Mcav_61216_c0_g1_i1.p1, Mcav_61722_c0_g1_i7.p1"
OG0003700,"Mcav_19995_c0_g1_i1.p1, Mcav_40288_c0_g1_i1.p1, Mcav_41913_c0_g1_i1.p1, Mcav_50645_c0_g1_i2.p1"
OG0003701,"Mcav_20255_c1_g1_i1.p1, Mcav_24741_c1_g1_i4.p1, Mcav_24741_c2_g1_i2.p1, Mcav_31675_c0_g1_i1.p2, Mcav_31676_c3_g1_i1.p1, Mcav_40360_c0_g2_i1.p2"
OG0003702,"Mcav_20271_c0_g1_i1.p1, Mcav_21620_c0_g1_i1.p1, Mcav_30859_c6_g1_i1.p1, Mcav_39264_c0_g1_i1.p1, Mcav_51392_c1_g1_i1.p1, Mcav_61641_c7_g1_i1.p1"
OG0003703,"Mcav_2184_c1_g1_i2.p1, Mcav_28267_c40_g1_i1.p1, Mcav_33429_c4_g1_i1.p1, Mcav_9251_c0_g1_i2.p1"
OG0003704,"Mcav_22156_c0_g1_i1.p1, Mcav_226_c0_g1_i1.p2, Mcav_27247_c0_g1_i1.p1, Mcav_2913_c0_g1_i1.p2, Mcav_37364_c0_g1_i1.p2, Mcav_429_c1_g1_i1.p3, Mcav_53062_c0_g1_i1.p2, Mcav_57321_c0_g1_i1.p2"
OG0003705,"Mcav_22577_c0_g1_i1.p1, Mcav_23003_c1_g1_i1.p1, Mcav_27073_c2_g1_i1.p1, Mcav_28509_c0_g1_i1.p1, Mcav_34_c5_g1_i1.p1, Mcav_47488_c3_g1_i1.p1, Mcav_49918_c0_g1_i1.p1, Mcav_9831_c1_g1_i1.p1"
OG0003706,"Mcav_24475_c5_g1_i1.p1, Mcav_24491_c1_g1_i1.p1, Mcav_24491_c1_g1_i2.p1"
OG0003707,Mcav_24570_c0_g1_i1.p1
OG0003708,"Mcav_24977_c2_g1_i1.p1, Mcav_27650_c0_g1_i1.p1, Mcav_54018_c0_g1_i1.p1, Mcav_59380_c0_g1_i1.p1, Mcav_9102_c0_g1_i1.p1"
OG0003709,"Mcav_28316_c8_g1_i1.p1, Mcav_32386_c0_g1_i1.p1, Mcav_49084_c0_g1_i1.p1"
OG0003710,"Mcav_28545_c3_g1_i1.p1, Mcav_28545_c3_g1_i3.p1, Mcav_39375_c0_g1_i2.p1, Mcav_60415_c9_g1_i2.p1, Mcav_60415_c9_g1_i5.p1"
OG0003711,Mcav_28938_c3_g1_i1.p1
OG0003712,"Mcav_29511_c0_g1_i1.p1, Mcav_29665_c1_g1_i1.p1, Mcav_38368_c1_g1_i1.p1, Mcav_41555_c0_g1_i1.p1, Mcav_58344_c0_g1_i1.p1"
OG0003713,"Mcav_30225_c12_g1_i1.p3, Mcav_30225_c13_g1_i1.p1, Mcav_30225_c13_g1_i3.p2, Mcav_30225_c15_g1_i3.p1, Mcav_30225_c15_g1_i4.p2, Mcav_30225_c15_g1_i9.p2, Mcav_30225_c17_g2_i1.p1"
OG0003714,Mcav_3042_c120_g1_i1.p1
OG0003715,"Mcav_30547_c0_g1_i1.p1, Mcav_51698_c0_g1_i1.p1, Mcav_60476_c0_g1_i1.p1"
OG0003716,"Mcav_30934_c0_g1_i1.p1, Mcav_35256_c39_g2_i1.p1, Mcav_39938_c11_g1_i6.p1"
OG0003717,"Mcav_32396_c1_g1_i1.p1, Mcav_5163_c13_g1_i2.p1"
OG0003718,Mcav_32520_c2_g2_i2.p1
OG0003719,"Mcav_35005_c46_g1_i1.p1, Mcav_35005_c46_g1_i3.p1, Mcav_35005_c46_g1_i4.p1, Mcav_35005_c46_g1_i7.p1"
OG0003720,"Mcav_36700_c10_g1_i3.p1, Mcav_36700_c10_g1_i5.p1, Mcav_36700_c10_g1_i8.p1"
OG0003721,Mcav_37806_c0_g1_i1.p1
OG0003722,"Mcav_38429_c0_g1_i1.p1, Mcav_49103_c1_g1_i1.p1, Mcav_61529_c0_g1_i1.p1"
OG0003723,"Mcav_384_c8_g1_i8.p1, Mcav_392_c5_g1_i1.p1, Mcav_41212_c0_g1_i1.p1, Mcav_41840_c25_g1_i1.p1, Mcav_44391_c0_g1_i1.p1, Mcav_46415_c2_g1_i1.p1, Mcav_57311_c0_g2_i2.p1"
OG0003724,"Mcav_39134_c0_g1_i1.p1, Mcav_39134_c1_g1_i1.p1, Mcav_39134_c1_g1_i6.p1"
OG0003725,"Mcav_40460_c7_g1_i1.p1, Mcav_40545_c19_g1_i1.p1, Mcav_42675_c0_g1_i1.p1, Mcav_50222_c0_g1_i1.p1"
OG0003726,Mcav_40684_c0_g1_i1.p1
OG0003727,Mcav_40838_c5_g1_i2.p1
OG0003728,"Mcav_41720_c1_g1_i1.p1, Mcav_41720_c1_g1_i4.p1"
OG0003729,"Mcav_41984_c19_g1_i1.p1, Mcav_43280_c0_g1_i1.p1, Mcav_54391_c0_g4_i3.p1, Mcav_547_c47_g2_i1.p1, Mcav_58235_c0_g1_i1.p1, Mcav_61409_c0_g1_i1.p1, Mcav_9295_c0_g1_i1.p1"
OG0003730,Mcav_43176_c14_g2_i1.p1
OG0003731,"Mcav_43220_c149_g1_i1.p1, Mcav_43220_c254_g1_i1.p1, Mcav_43220_c68_g1_i1.p1"
OG0003732,"Mcav_43453_c0_g1_i1.p1, Mcav_46552_c0_g1_i1.p2, Mcav_46552_c0_g1_i1.p3, Mcav_59284_c3_g1_i1.p1"
OG0003733,"Mcav_44201_c43_g1_i1.p1, Mcav_6396_c0_g1_i1.p1"
OG0003734,"Mcav_44995_c0_g1_i1.p1, Mcav_45104_c6_g1_i1.p1"
OG0003735,"Mcav_45602_c1_g1_i1.p1, Mcav_56726_c61_g1_i1.p1"
OG0003736,Mcav_48153_c5_g1_i2.p1
OG0003737,"Mcav_49817_c1_g1_i1.p1, Mcav_49825_c87_g1_i1.p1"
OG0003738,"Mcav_49932_c5_g2_i3.p1, Mcav_52873_c3_g1_i1.p1"
OG0003739,Mcav_50763_c1_g1_i1.p1
OG0003740,"Mcav_50929_c0_g1_i1.p1, Mcav_50941_c0_g1_i1.p1, Mcav_7896_c97_g1_i1.p1"
OG0003741,Mcav_5108_c25_g1_i4.p1
OG0003742,Mcav_51584_c1_g1_i1.p1
OG0003743,Mcav_54164_c12_g1_i4.p1
OG0003744,"Mcav_54301_c0_g1_i5.p2, Mcav_55554_c7_g1_i1.p4, Mcav_55554_c7_g1_i4.p1, Mcav_8673_c0_g1_i2.p1"
OG0003745,Mcav_54790_c8_g1_i1.p1
OG0003746,Mcav_54881_c0_g1_i1.p1
OG0003747,Mcav_55340_c0_g1_i1.p1
OG0003748,"Mcav_57892_c7_g1_i1.p1, Mcav_57912_c1_g1_i1.p1"
OG0003749,"Mcav_59947_c2_g1_i1.p1, Mcav_59947_c2_g1_i2.p3"
OG0003750,Mcav_61532_c105_g1_i1.p1
OG0003751,Mcav_682_c15_g1_i2.p1
OG0003752,Mcav_9473_c4_g1_i3.p1
OG0003753,"Mcav_9661_c1_g1_i1.p1, Mcav_9661_c1_g1_i3.p2"
OG0003754,
OG0003755,
OG0003756,
OG0003757,
OG0003758,
OG0003759,
OG0003760,
OG0003761,
OG0003762,
OG0003763,
OG0003764,
OG0003765,
OG0003766,
OG0003767,
OG0003768,
OG0003769,
OG0003770,"Mcav_51596_c1_g1_i2.p1, Mcav_51596_c1_g1_i3.p1"
OG0003771,
OG0003772,"Mcav_45057_c0_g1_i1.p1, Mcav_45075_c0_g1_i1.p1, Mcav_45075_c2_g1_i1.p1"
OG0003773,
OG0003774,
OG0003775,
OG0003776,Mcav_29955_c5_g1_i1.p1
OG0003777,
OG0003778,
OG0003779,Mcav_35077_c1_g1_i1.p1
OG0003780,
OG0003781,
OG0003782,Mcav_37363_c3_g1_i1.p1
OG0003783,
OG0003784,
OG0003785,
OG0003786,
OG0003787,
OG0003788,
OG0003789,Mcav_50090_c3_g1_i2.p1
OG0003790,
OG0003791,Mcav_21522_c0_g1_i4.p1
OG0003792,Mcav_49336_c1_g1_i1.p1
OG0003793,Mcav_9059_c2_g1_i1.p1
OG0003794,
OG0003795,"Mcav_36935_c0_g1_i1.p1, Mcav_50932_c2_g1_i1.p1, Mcav_50933_c0_g1_i1.p1"
OG0003796,
OG0003797,
OG0003798,
OG0003799,
OG0003800,Mcav_38015_c1_g1_i3.p1
OG0003801,
OG0003802,
OG0003803,
OG0003804,
OG0003805,Mcav_57319_c11_g1_i1.p1
OG0003806,
OG0003807,"Mcav_9160_c3_g1_i1.p1, Mcav_9160_c3_g1_i3.p1"
OG0003808,
OG0003809,
OG0003810,Mcav_15375_c0_g1_i1.p1
OG0003811,Mcav_43068_c5_g1_i1.p1
OG0003812,"Mcav_8466_c0_g1_i1.p1, Mcav_8472_c3_g1_i1.p1, Mcav_8472_c3_g1_i4.p1"
OG0003813,
OG0003814,Mcav_52233_c21_g1_i1.p1
OG0003815,Mcav_46091_c1_g1_i1.p1
OG0003816,Mcav_6676_c3_g1_i1.p1
OG0003817,Mcav_25132_c1_g1_i2.p1
OG0003818,Mcav_47893_c2_g1_i1.p1
OG0003819,
OG0003820,Mcav_15495_c9_g1_i1.p1
OG0003821,
OG0003822,"Mcav_31509_c14_g1_i1.p1, Mcav_54329_c0_g1_i1.p1"
OG0003823,"Mcav_34445_c8_g1_i1.p1, Mcav_34455_c8_g1_i1.p1"
OG0003824,"Mcav_36329_c13_g1_i2.p1, Mcav_36329_c13_g1_i4.p2"
OG0003825,
OG0003826,
OG0003827,Mcav_23041_c3_g1_i2.p1
OG0003828,
OG0003829,
OG0003830,
OG0003831,Mcav_56108_c0_g1_i1.p1
OG0003832,
OG0003833,"Mcav_41381_c11_g1_i1.p1, Mcav_4447_c5_g1_i1.p1, Mcav_4510_c0_g1_i1.p1, Mcav_46865_c3_g1_i1.p1, Mcav_56760_c67_g1_i1.p1, Mcav_58340_c1_g1_i4.p1"
OG0003834,Mcav_31614_c5_g1_i3.p1
OG0003835,"Mcav_38412_c2_g1_i1.p1, Mcav_38412_c3_g1_i1.p1"
OG0003836,
OG0003837,
OG0003838,
OG0003839,"Mcav_14135_c2_g1_i1.p1, Mcav_2146_c36_g2_i1.p1, Mcav_26927_c0_g1_i1.p1"
OG0003840,Mcav_28771_c5_g1_i2.p1
OG0003841,
OG0003842,
OG0003843,Mcav_55747_c4_g1_i1.p1
OG0003844,
OG0003845,
OG0003846,
OG0003847,Mcav_14314_c11_g1_i3.p1
OG0003848,"Mcav_11320_c5_g1_i11.p1, Mcav_11320_c5_g1_i14.p1"
OG0003849,Mcav_17997_c2_g2_i2.p2
OG0003850,"Mcav_10370_c1_g1_i1.p1, Mcav_33678_c12_g1_i1.p1"
OG0003851,
OG0003852,Mcav_42128_c13_g1_i1.p1
OG0003853,"Mcav_17760_c58_g1_i2.p1, Mcav_17760_c79_g1_i1.p1"
OG0003854,Mcav_28729_c2_g1_i1.p1
OG0003855,Mcav_42131_c0_g1_i1.p1
OG0003856,
OG0003857,Mcav_55220_c21_g1_i1.p1
OG0003858,"Mcav_21608_c1_g1_i1.p1, Mcav_36164_c0_g1_i1.p1"
OG0003859,Mcav_14932_c3_g1_i4.p1
OG0003860,
OG0003861,
OG0003862,Mcav_54562_c23_g1_i1.p1
OG0003863,
OG0003864,
OG0003865,
OG0003866,
OG0003867,Mcav_12061_c1_g1_i1.p1
OG0003868,Mcav_12802_c13_g1_i3.p1
OG0003869,"Mcav_10153_c0_g1_i1.p1, Mcav_51526_c6_g1_i1.p1"
OG0003870,
OG0003871,"Mcav_18922_c6_g1_i2.p1, Mcav_18922_c7_g1_i1.p1"
OG0003872,
OG0003873,Mcav_20626_c16_g1_i1.p1
OG0003874,
OG0003875,
OG0003876,
OG0003877,Mcav_19818_c10_g1_i6.p2
OG0003878,
OG0003879,"Mcav_1034_c1_g1_i1.p1, Mcav_25935_c102_g1_i1.p1, Mcav_51148_c0_g1_i2.p1"
OG0003880,
OG0003881,Mcav_48420_c20_g1_i1.p1
OG0003882,
OG0003883,Mcav_41872_c3_g1_i1.p1
OG0003884,"Mcav_43628_c1_g1_i1.p1, Mcav_9127_c8_g1_i1.p1"
OG0003885,
OG0003886,Mcav_5937_c2_g1_i1.p1
OG0003887,Mcav_51126_c1_g1_i3.p1
OG0003888,
