OG,Ssid_longest_proteome
OG0001306,Ssid_DN218323_c0_seq3.p1
OG0001307,"Ssid_DN154063_c0_seq1.p1, Ssid_DN228196_c0_seq2.p1"
OG0001308,Ssid_DN235217_c1_seq2.p1
OG0001309,
OG0001310,Ssid_DN252106_c0_seq1.p1
OG0001311,Ssid_DN259379_c1_seq13.p1
OG0001312,Ssid_DN248300_c0_seq2.p1
OG0001313,Ssid_DN237353_c0_seq1.p1
OG0001314,"Ssid_DN219757_c0_seq1.p1, Ssid_DN237088_c0_seq1.p1, Ssid_DN245843_c0_seq2.p1"
OG0001315,"Ssid_DN158685_c0_seq1.p1, Ssid_DN171330_c0_seq2.p1, Ssid_DN255757_c0_seq8.p1"
OG0001316,Ssid_DN219200_c0_seq1.p1
OG0001317,"Ssid_DN239952_c0_seq6.p1, Ssid_DN252012_c0_seq2.p1, Ssid_DN261981_c4_seq1.p1"
OG0001318,"Ssid_DN219239_c0_seq1.p1, Ssid_DN231521_c0_seq1.p1, Ssid_DN252218_c0_seq4.p1"
OG0001319,
OG0001320,
OG0001321,"Ssid_DN249513_c0_seq4.p1, Ssid_DN253584_c0_seq2.p1, Ssid_DN259231_c0_seq3.p1"
OG0001322,"Ssid_DN191280_c0_seq2.p1, Ssid_DN219220_c0_seq1.p1, Ssid_DN249114_c0_seq1.p1, Ssid_DN251571_c0_seq1.p1"
OG0001323,
OG0001324,"Ssid_DN238250_c0_seq1.p1, Ssid_DN248453_c0_seq16.p1, Ssid_DN254304_c0_seq3.p1, Ssid_DN262291_c1_seq2.p1"
OG0001325,"Ssid_DN210919_c0_seq4.p1, Ssid_DN253303_c0_seq1.p1, Ssid_DN253303_c0_seq1.p2"
OG0001326,
OG0001327,"Ssid_DN243341_c0_seq1.p1, Ssid_DN425479_c0_seq1.p1"
OG0001328,"Ssid_DN256075_c0_seq2.p1, Ssid_DN256617_c1_seq1.p1"
OG0001329,"Ssid_DN260874_c0_seq1.p1, Ssid_DN263375_c0_seq1.p1"
OG0001330,Ssid_DN235313_c0_seq2.p1
OG0001331,"Ssid_DN256786_c0_seq1.p1, Ssid_DN262831_c0_seq2.p1"
OG0001332,"Ssid_DN115953_c0_seq1.p1, Ssid_DN243004_c0_seq49.p1, Ssid_DN256463_c0_seq1.p2"
OG0001333,"Ssid_DN252866_c1_seq1.p1, Ssid_DN255253_c0_seq1.p1"
OG0001334,"Ssid_DN261502_c0_seq2.p1, Ssid_DN261502_c2_seq1.p1"
OG0001335,Ssid_DN251586_c0_seq10.p1
OG0001336,"Ssid_DN234791_c0_seq2.p1, Ssid_DN258913_c0_seq1.p1, Ssid_DN259137_c0_seq3.p1"
OG0001337,"Ssid_DN257018_c0_seq1.p1, Ssid_DN260089_c0_seq1.p1"
OG0001338,"Ssid_DN256399_c0_seq2.p1, Ssid_DN289989_c0_seq1.p1"
OG0001339,"Ssid_DN249347_c0_seq1.p1, Ssid_DN249514_c0_seq4.p1"
OG0001340,"Ssid_DN139288_c0_seq1.p1, Ssid_DN234445_c0_seq1.p1, Ssid_DN251877_c0_seq21.p1, Ssid_DN259040_c0_seq17.p1"
OG0001341,"Ssid_DN248944_c0_seq3.p1, Ssid_DN255810_c0_seq1.p1, Ssid_DN403831_c0_seq1.p1"
OG0001342,"Ssid_DN224419_c0_seq4.p1, Ssid_DN236560_c0_seq1.p1, Ssid_DN236560_c0_seq1.p2, Ssid_DN250525_c0_seq3.p1"
OG0001343,"Ssid_DN239122_c0_seq1.p1, Ssid_DN263078_c0_seq5.p1"
OG0001344,"Ssid_DN257464_c0_seq7.p1, Ssid_DN257464_c0_seq7.p2, Ssid_DN259331_c1_seq4.p1, Ssid_DN259828_c0_seq6.p2, Ssid_DN259828_c0_seq6.p3"
OG0001345,"Ssid_DN258276_c2_seq6.p1, Ssid_DN258276_c2_seq6.p2"
OG0001346,
OG0001347,"Ssid_DN236308_c0_seq2.p1, Ssid_DN262404_c0_seq2.p2, Ssid_DN262404_c0_seq2.p3"
OG0001348,"Ssid_DN249566_c0_seq1.p1, Ssid_DN250289_c0_seq1.p1"
OG0001349,"Ssid_DN230903_c0_seq4.p1, Ssid_DN230903_c0_seq4.p2, Ssid_DN241858_c0_seq1.p1"
OG0001350,"Ssid_DN230037_c0_seq2.p1, Ssid_DN230037_c0_seq2.p2"
OG0001351,"Ssid_DN244964_c0_seq1.p1, Ssid_DN253407_c0_seq1.p1, Ssid_DN259359_c0_seq1.p1, Ssid_DN259359_c1_seq1.p1"
OG0001352,"Ssid_DN236677_c0_seq2.p1, Ssid_DN248370_c0_seq3.p1, Ssid_DN258588_c1_seq12.p1, Ssid_DN258588_c1_seq12.p2"
OG0001353,
OG0001354,"Ssid_DN261298_c0_seq1.p1, Ssid_DN261819_c0_seq2.p1"
OG0001355,"Ssid_DN224780_c0_seq1.p2, Ssid_DN224780_c0_seq1.p3, Ssid_DN230581_c0_seq1.p1"
OG0001356,
OG0001357,Ssid_DN232925_c1_seq54.p1
OG0001358,
OG0001359,
OG0001360,"Ssid_DN244082_c0_seq1.p1, Ssid_DN252610_c1_seq2.p1, Ssid_DN260164_c0_seq6.p1"
OG0001361,
OG0001362,
OG0001363,
OG0001364,Ssid_DN259564_c0_seq3.p2
OG0001365,
OG0001366,"Ssid_DN252514_c0_seq2.p1, Ssid_DN252514_c0_seq2.p2, Ssid_DN253668_c0_seq1.p1, Ssid_DN28750_c0_seq1.p1"
OG0001367,Ssid_DN61806_c0_seq1.p1
OG0001368,Ssid_DN214853_c0_seq1.p1
OG0001369,
OG0001370,"Ssid_DN249831_c0_seq1.p1, Ssid_DN260616_c0_seq1.p1, Ssid_DN261657_c0_seq9.p1"
OG0001371,"Ssid_DN104631_c0_seq1.p1, Ssid_DN245097_c0_seq4.p1, Ssid_DN435687_c0_seq1.p1"
OG0001372,
OG0001373,
OG0001374,"Ssid_DN126970_c0_seq1.p1, Ssid_DN238212_c0_seq2.p1, Ssid_DN259370_c0_seq3.p3"
OG0001375,"Ssid_DN212425_c0_seq1.p1, Ssid_DN254391_c0_seq1.p1, Ssid_DN254391_c1_seq1.p1, Ssid_DN403410_c0_seq1.p1"
OG0001376,"Ssid_DN253577_c0_seq1.p1, Ssid_DN253577_c0_seq1.p2"
OG0001377,"Ssid_DN219526_c0_seq1.p1, Ssid_DN244103_c0_seq1.p2, Ssid_DN244103_c0_seq1.p3, Ssid_DN248770_c0_seq14.p3, Ssid_DN251872_c0_seq5.p1, Ssid_DN263433_c0_seq1.p2"
OG0001378,Ssid_DN230362_c0_seq1.p1
OG0001379,
OG0001380,
OG0001381,Ssid_DN260875_c0_seq4.p1
OG0001382,Ssid_DN234430_c0_seq1.p1
OG0001383,
OG0001384,
OG0001385,
OG0001386,
OG0001387,"Ssid_DN146500_c0_seq1.p1, Ssid_DN221371_c0_seq1.p1, Ssid_DN257375_c0_seq8.p1, Ssid_DN262141_c2_seq1.p1"
OG0001388,Ssid_DN250339_c0_seq2.p4
OG0001389,
OG0001390,
OG0001391,Ssid_DN332714_c0_seq1.p1
OG0001392,
OG0001393,"Ssid_DN260168_c1_seq2.p1, Ssid_DN260168_c1_seq2.p2"
OG0001394,Ssid_DN259685_c0_seq1.p1
OG0001395,Ssid_DN234720_c0_seq1.p1
OG0001396,
OG0001397,"Ssid_DN254282_c0_seq1.p1, Ssid_DN254300_c0_seq1.p2, Ssid_DN262140_c0_seq2.p2, Ssid_DN357284_c0_seq1.p1"
OG0001398,
OG0001399,Ssid_DN260444_c0_seq3.p2
OG0001400,"Ssid_DN232037_c0_seq2.p1, Ssid_DN253400_c0_seq6.p1"
OG0001401,"Ssid_DN255400_c0_seq2.p1, Ssid_DN258496_c0_seq5.p1, Ssid_DN258496_c0_seq5.p2"
OG0001402,Ssid_DN263637_c0_seq3.p1
OG0001403,
OG0001404,Ssid_DN79881_c0_seq1.p1
OG0001405,Ssid_DN245277_c0_seq1.p1
OG0001406,
OG0001407,Ssid_DN260173_c0_seq5.p1
OG0001408,"Ssid_DN248915_c0_seq1.p1, Ssid_DN252862_c0_seq1.p1, Ssid_DN260867_c0_seq1.p1, Ssid_DN260867_c0_seq1.p2"
OG0001409,"Ssid_DN258486_c0_seq3.p3, Ssid_DN258486_c0_seq3.p4"
OG0001410,Ssid_DN261811_c0_seq8.p1
OG0001411,Ssid_DN210716_c0_seq1.p1
OG0001412,
OG0001413,"Ssid_DN199356_c0_seq1.p1, Ssid_DN222923_c0_seq1.p1"
OG0001414,Ssid_DN200158_c0_seq1.p1
OG0001415,
OG0001416,"Ssid_DN175468_c0_seq2.p1, Ssid_DN252048_c0_seq7.p1, Ssid_DN262876_c0_seq1.p2, Ssid_DN263232_c0_seq1.p2"
OG0001417,
OG0001418,"Ssid_DN259613_c0_seq3.p1, Ssid_DN262128_c1_seq1.p1"
OG0001419,"Ssid_DN237599_c0_seq1.p1, Ssid_DN261821_c1_seq1.p1"
OG0001420,
OG0001421,
OG0001422,
OG0001423,"Ssid_DN206697_c0_seq2.p1, Ssid_DN248930_c0_seq1.p1, Ssid_DN260731_c0_seq1.p1, Ssid_DN260731_c1_seq1.p1"
OG0001424,Ssid_DN240887_c0_seq5.p1
OG0001425,Ssid_DN260440_c0_seq10.p1
OG0001426,"Ssid_DN231786_c0_seq1.p1, Ssid_DN258959_c0_seq1.p1, Ssid_DN263130_c0_seq2.p1"
OG0001427,
OG0001428,
OG0001429,"Ssid_DN234246_c0_seq3.p1, Ssid_DN234246_c0_seq3.p3, Ssid_DN237687_c0_seq2.p1, Ssid_DN238233_c0_seq1.p1, Ssid_DN257366_c0_seq6.p1, Ssid_DN257366_c0_seq6.p5"
OG0001430,"Ssid_DN233689_c0_seq1.p1, Ssid_DN250046_c0_seq3.p1"
OG0001431,Ssid_DN241255_c0_seq1.p1
OG0001432,Ssid_DN333517_c0_seq1.p1
OG0001433,"Ssid_DN240076_c0_seq1.p1, Ssid_DN251092_c0_seq4.p1"
OG0001434,Ssid_DN46787_c0_seq1.p1
OG0001435,"Ssid_DN216089_c0_seq1.p1, Ssid_DN218574_c0_seq3.p1, Ssid_DN84781_c0_seq1.p1"
OG0001436,"Ssid_DN216740_c0_seq1.p2, Ssid_DN256420_c0_seq3.p1"
OG0001437,"Ssid_DN248546_c0_seq2.p1, Ssid_DN251700_c3_seq1.p1"
OG0001438,
OG0001439,"Ssid_DN125900_c0_seq1.p1, Ssid_DN333957_c0_seq1.p1, Ssid_DN348819_c0_seq1.p1"
OG0001440,
OG0001441,
OG0001442,"Ssid_DN220704_c0_seq1.p1, Ssid_DN238637_c0_seq1.p1, Ssid_DN238687_c0_seq2.p1, Ssid_DN238687_c0_seq2.p2, Ssid_DN238687_c0_seq2.p3"
OG0001443,Ssid_DN238068_c0_seq2.p1
OG0001444,
OG0001445,Ssid_DN250985_c0_seq6.p1
OG0001446,Ssid_DN263751_c0_seq2.p1
OG0001447,"Ssid_DN252102_c0_seq18.p1, Ssid_DN25501_c0_seq1.p1"
OG0001448,
OG0001449,"Ssid_DN177202_c0_seq1.p1, Ssid_DN254339_c0_seq19.p1"
OG0001450,Ssid_DN260868_c0_seq2.p1
OG0001451,
OG0001452,
OG0001453,
OG0001454,Ssid_DN251343_c0_seq2.p1
OG0001455,"Ssid_DN196697_c0_seq1.p1, Ssid_DN245226_c0_seq1.p1"
OG0001456,Ssid_DN209291_c0_seq2.p1
OG0001457,
OG0001458,Ssid_DN259740_c0_seq1.p1
OG0001459,"Ssid_DN234011_c0_seq1.p1, Ssid_DN238302_c0_seq1.p1, Ssid_DN257377_c1_seq2.p1"
OG0001460,"Ssid_DN150356_c0_seq1.p1, Ssid_DN195590_c0_seq1.p1, Ssid_DN236888_c0_seq2.p1, Ssid_DN248808_c0_seq1.p2, Ssid_DN263317_c0_seq3.p2, Ssid_DN32873_c0_seq1.p1"
OG0001461,Ssid_DN288780_c0_seq1.p1
OG0001462,"Ssid_DN258548_c0_seq3.p1, Ssid_DN258548_c0_seq3.p2"
OG0001463,Ssid_DN212761_c0_seq2.p1
OG0001464,Ssid_DN261044_c0_seq1.p1
OG0001465,
OG0001466,
OG0001467,Ssid_DN110110_c0_seq1.p1
OG0001468,"Ssid_DN223523_c0_seq2.p1, Ssid_DN256110_c0_seq1.p1"
OG0001469,Ssid_DN177517_c0_seq1.p1
OG0001470,"Ssid_DN196227_c0_seq1.p1, Ssid_DN249468_c0_seq1.p1, Ssid_DN249648_c0_seq1.p1, Ssid_DN252161_c0_seq1.p1"
OG0001471,"Ssid_DN258032_c1_seq5.p1, Ssid_DN261566_c0_seq4.p1, Ssid_DN262652_c0_seq13.p2"
OG0001472,"Ssid_DN242861_c0_seq1.p1, Ssid_DN244826_c0_seq1.p2"
OG0001473,
OG0001474,
OG0001475,
OG0001476,"Ssid_DN247340_c0_seq1.p1, Ssid_DN251297_c0_seq1.p1"
OG0001477,
OG0001478,Ssid_DN262953_c1_seq2.p1
OG0001479,Ssid_DN262503_c0_seq4.p1
OG0001480,
OG0001481,
OG0001482,
OG0001483,
OG0001484,Ssid_DN245455_c0_seq1.p1
OG0001485,Ssid_DN261925_c0_seq1.p1
OG0001486,
OG0001487,
OG0001488,
OG0001489,"Ssid_DN256533_c2_seq3.p1, Ssid_DN262863_c0_seq2.p1, Ssid_DN262863_c0_seq2.p2"
OG0001490,
OG0001491,"Ssid_DN222096_c0_seq2.p1, Ssid_DN250701_c0_seq1.p1"
OG0001492,
OG0001493,Ssid_DN258265_c1_seq2.p1
OG0001494,Ssid_DN247228_c0_seq6.p1
OG0001495,
OG0001496,"Ssid_DN232150_c0_seq2.p1, Ssid_DN250993_c1_seq5.p1, Ssid_DN256528_c0_seq8.p1, Ssid_DN262013_c1_seq7.p2, Ssid_DN262013_c1_seq7.p4, Ssid_DN263757_c0_seq1.p1, Ssid_DN78577_c0_seq1.p1"
OG0001497,"Ssid_DN254192_c0_seq1.p1, Ssid_DN255880_c0_seq15.p1, Ssid_DN260216_c0_seq30.p1, Ssid_DN260216_c0_seq30.p2"
OG0001498,
OG0001499,Ssid_DN241258_c0_seq1.p1
OG0001500,Ssid_DN112586_c0_seq1.p1
OG0001501,Ssid_DN258222_c0_seq1.p1
OG0001502,
OG0001503,Ssid_DN253706_c0_seq2.p1
OG0001504,Ssid_DN249241_c1_seq13.p1
OG0001505,"Ssid_DN155934_c0_seq1.p1, Ssid_DN211669_c0_seq1.p1, Ssid_DN212187_c0_seq1.p1, Ssid_DN249503_c0_seq1.p1, Ssid_DN249925_c0_seq8.p1, Ssid_DN258827_c1_seq16.p1, Ssid_DN261527_c0_seq3.p2"
OG0001506,Ssid_DN122264_c0_seq2.p1
OG0001507,"Ssid_DN214922_c0_seq1.p1, Ssid_DN281995_c0_seq1.p1"
OG0001508,
OG0001509,"Ssid_DN182483_c0_seq1.p1, Ssid_DN243727_c0_seq3.p1"
OG0001510,
OG0001511,Ssid_DN254396_c0_seq12.p1
OG0001512,Ssid_DN262738_c0_seq1.p1
OG0001513,
OG0001514,
OG0001515,"Ssid_DN259166_c0_seq4.p1, Ssid_DN263518_c1_seq1.p2"
OG0001516,"Ssid_DN249154_c0_seq1.p1, Ssid_DN263010_c0_seq5.p1"
OG0001517,"Ssid_DN259118_c0_seq2.p1, Ssid_DN262757_c1_seq2.p1"
OG0001518,
OG0001519,"Ssid_DN218043_c0_seq1.p1, Ssid_DN254559_c0_seq3.p1"
OG0001520,"Ssid_DN226343_c0_seq3.p1, Ssid_DN243789_c1_seq2.p1, Ssid_DN377075_c0_seq1.p1"
OG0001521,"Ssid_DN254644_c0_seq7.p1, Ssid_DN261441_c0_seq1.p1"
OG0001522,"Ssid_DN237988_c0_seq1.p1, Ssid_DN263087_c0_seq3.p1"
OG0001523,"Ssid_DN207110_c0_seq1.p1, Ssid_DN236232_c0_seq1.p3"
OG0001524,
OG0001525,Ssid_DN249832_c0_seq2.p1
OG0001526,"Ssid_DN216952_c0_seq2.p1, Ssid_DN246742_c0_seq2.p1"
OG0001527,
OG0001528,"Ssid_DN187570_c0_seq1.p1, Ssid_DN187570_c0_seq1.p2, Ssid_DN261231_c0_seq1.p3, Ssid_DN263391_c1_seq1.p1, Ssid_DN340481_c0_seq1.p1"
OG0001529,"Ssid_DN128610_c0_seq1.p1, Ssid_DN246062_c0_seq1.p1"
OG0001530,Ssid_DN246375_c0_seq2.p1
OG0001531,
OG0001532,Ssid_DN247609_c0_seq1.p1
OG0001533,
OG0001534,"Ssid_DN239255_c0_seq1.p1, Ssid_DN263394_c0_seq1.p1"
OG0001535,"Ssid_DN240307_c0_seq1.p1, Ssid_DN261563_c0_seq5.p1"
OG0001536,
OG0001537,"Ssid_DN1077_c0_seq1.p1, Ssid_DN241262_c0_seq1.p1"
OG0001538,Ssid_DN260783_c0_seq2.p1
OG0001539,Ssid_DN241298_c0_seq1.p1
OG0001540,
OG0001541,Ssid_DN261598_c0_seq1.p1
OG0001542,Ssid_DN121745_c0_seq3.p1
OG0001543,Ssid_DN212555_c0_seq1.p1
OG0001544,
OG0001545,"Ssid_DN242488_c0_seq3.p1, Ssid_DN253951_c0_seq5.p1"
OG0001546,
OG0001547,Ssid_DN249701_c0_seq3.p1
OG0001548,
OG0001549,Ssid_DN251940_c0_seq1.p1
OG0001550,Ssid_DN248175_c0_seq1.p1
OG0001551,"Ssid_DN259962_c0_seq8.p1, Ssid_DN262070_c0_seq2.p1"
OG0001552,"Ssid_DN250365_c0_seq1.p1, Ssid_DN55838_c0_seq1.p1"
OG0001553,"Ssid_DN221460_c0_seq2.p1, Ssid_DN253617_c0_seq1.p1, Ssid_DN257161_c0_seq1.p1"
OG0001554,"Ssid_DN253912_c0_seq1.p1, Ssid_DN261312_c0_seq5.p1"
OG0001555,"Ssid_DN237229_c0_seq2.p1, Ssid_DN263045_c0_seq1.p1"
OG0001556,Ssid_DN243268_c0_seq3.p1
OG0001557,
OG0001558,Ssid_DN253385_c0_seq2.p1
OG0001559,"Ssid_DN241424_c1_seq2.p2, Ssid_DN243902_c0_seq1.p1, Ssid_DN249405_c0_seq1.p1"
OG0001560,
OG0001561,Ssid_DN328380_c0_seq1.p1
OG0001562,"Ssid_DN243764_c0_seq1.p1, Ssid_DN71970_c0_seq1.p1"
OG0001563,"Ssid_DN243549_c0_seq17.p1, Ssid_DN243549_c0_seq17.p2"
OG0001564,"Ssid_DN216240_c0_seq1.p1, Ssid_DN225415_c0_seq1.p1, Ssid_DN247211_c0_seq2.p1"
OG0001565,"Ssid_DN223151_c0_seq1.p1, Ssid_DN232976_c0_seq1.p1"
OG0001566,"Ssid_DN253535_c0_seq3.p1, Ssid_DN254575_c0_seq2.p1"
OG0001567,"Ssid_DN254433_c0_seq2.p1, Ssid_DN262541_c1_seq2.p1"
OG0001568,
OG0001569,
OG0001570,
OG0001571,"Ssid_DN209733_c0_seq1.p1, Ssid_DN256359_c0_seq2.p1"
OG0001572,Ssid_DN251922_c1_seq1.p1
OG0001573,Ssid_DN232598_c0_seq9.p1
OG0001574,"Ssid_DN230526_c0_seq1.p1, Ssid_DN245068_c0_seq1.p1, Ssid_DN249274_c0_seq2.p1"
OG0001575,Ssid_DN261041_c0_seq17.p2
OG0001576,"Ssid_DN247479_c1_seq1.p1, Ssid_DN247715_c0_seq1.p1, Ssid_DN259069_c0_seq2.p1, Ssid_DN413759_c0_seq1.p1"
OG0001577,
OG0001578,"Ssid_DN234394_c0_seq1.p1, Ssid_DN242832_c0_seq2.p1, Ssid_DN252719_c1_seq1.p1, Ssid_DN261954_c0_seq5.p1"
OG0001579,"Ssid_DN258092_c0_seq1.p1, Ssid_DN260185_c0_seq1.p1"
OG0001580,
OG0001581,"Ssid_DN239695_c0_seq1.p1, Ssid_DN248675_c0_seq3.p1"
OG0001582,"Ssid_DN214524_c0_seq2.p1, Ssid_DN245696_c0_seq1.p1, Ssid_DN253380_c1_seq4.p1, Ssid_DN261165_c0_seq7.p1"
OG0001583,"Ssid_DN248431_c0_seq2.p1, Ssid_DN249543_c0_seq1.p1"
OG0001584,Ssid_DN122735_c0_seq1.p1
OG0001585,"Ssid_DN244816_c0_seq1.p1, Ssid_DN337170_c0_seq1.p1"
OG0001586,"Ssid_DN239772_c0_seq1.p1, Ssid_DN244165_c0_seq3.p1"
OG0001587,"Ssid_DN249629_c0_seq1.p1, Ssid_DN249629_c0_seq1.p2, Ssid_DN262089_c0_seq3.p1"
OG0001588,"Ssid_DN247378_c0_seq1.p2, Ssid_DN259452_c0_seq1.p1, Ssid_DN259825_c0_seq1.p1"
OG0001589,"Ssid_DN176998_c0_seq1.p1, Ssid_DN245000_c0_seq1.p1, Ssid_DN245000_c0_seq1.p2, Ssid_DN246138_c0_seq1.p1, Ssid_DN262696_c1_seq1.p1"
OG0001590,"Ssid_DN260414_c0_seq5.p1, Ssid_DN260414_c0_seq5.p2"
OG0001591,Ssid_DN254099_c0_seq1.p1
OG0001592,"Ssid_DN261246_c1_seq1.p1, Ssid_DN263051_c1_seq1.p2"
OG0001593,Ssid_DN244475_c0_seq14.p1
OG0001594,
OG0001595,"Ssid_DN251451_c0_seq1.p1, Ssid_DN258095_c0_seq3.p1"
OG0001596,"Ssid_DN163906_c0_seq1.p1, Ssid_DN244883_c0_seq2.p1, Ssid_DN260902_c0_seq1.p1"
OG0001597,Ssid_DN257188_c0_seq14.p2
OG0001598,"Ssid_DN257761_c0_seq3.p1, Ssid_DN259680_c0_seq8.p1"
OG0001599,Ssid_DN261323_c1_seq2.p1
OG0001600,"Ssid_DN194880_c0_seq1.p1, Ssid_DN260035_c0_seq2.p2, Ssid_DN338175_c0_seq1.p1, Ssid_DN461344_c0_seq1.p1"
OG0001601,
OG0001602,Ssid_DN183678_c0_seq1.p1
OG0001603,"Ssid_DN195952_c0_seq1.p1, Ssid_DN240746_c0_seq1.p1"
OG0001604,"Ssid_DN250558_c0_seq1.p1, Ssid_DN262383_c0_seq1.p1"
OG0001605,"Ssid_DN254796_c1_seq1.p1, Ssid_DN256440_c0_seq29.p1, Ssid_DN259982_c0_seq1.p1, Ssid_DN263450_c0_seq1.p2, Ssid_DN263450_c0_seq1.p6, Ssid_DN325346_c0_seq1.p3"
OG0001606,"Ssid_DN236316_c0_seq2.p2, Ssid_DN249686_c0_seq17.p1, Ssid_DN257685_c0_seq5.p2, Ssid_DN261404_c0_seq4.p1, Ssid_DN35140_c0_seq1.p2"
OG0001607,Ssid_DN243504_c0_seq1.p1
OG0001608,
OG0001609,Ssid_DN259247_c0_seq2.p1
OG0001610,"Ssid_DN256165_c0_seq2.p1, Ssid_DN256165_c0_seq2.p2, Ssid_DN256568_c0_seq4.p1"
OG0001611,"Ssid_DN252388_c1_seq2.p1, Ssid_DN252388_c1_seq2.p2"
OG0001612,"Ssid_DN239259_c0_seq4.p1, Ssid_DN260261_c0_seq15.p1, Ssid_DN371242_c0_seq1.p1, Ssid_DN73633_c0_seq2.p1"
OG0001613,"Ssid_DN242441_c0_seq1.p1, Ssid_DN260689_c0_seq9.p1"
OG0001614,"Ssid_DN253108_c0_seq2.p1, Ssid_DN259576_c0_seq1.p1"
OG0001615,"Ssid_DN248798_c0_seq1.p1, Ssid_DN248798_c0_seq1.p2"
OG0001616,"Ssid_DN216470_c0_seq1.p1, Ssid_DN258632_c0_seq1.p1"
OG0001617,
OG0001618,"Ssid_DN185119_c0_seq1.p1, Ssid_DN200748_c0_seq8.p1"
OG0001619,"Ssid_DN245349_c0_seq1.p1, Ssid_DN259327_c1_seq15.p1, Ssid_DN259327_c1_seq15.p2"
OG0001620,"Ssid_DN257478_c0_seq2.p1, Ssid_DN257478_c0_seq2.p2"
OG0001621,
OG0001622,Ssid_DN260987_c0_seq11.p1
OG0001623,Ssid_DN262293_c0_seq3.p1
OG0001624,"Ssid_DN258986_c0_seq1.p1, Ssid_DN262059_c0_seq1.p1"
OG0001625,Ssid_DN261672_c0_seq1.p1
OG0001626,Ssid_DN254083_c0_seq1.p1
OG0001627,"Ssid_DN251924_c0_seq1.p1, Ssid_DN256099_c0_seq1.p1, Ssid_DN256099_c0_seq1.p2"
OG0001628,Ssid_DN237835_c0_seq1.p1
OG0001629,"Ssid_DN244993_c1_seq1.p1, Ssid_DN252636_c0_seq6.p1"
OG0001630,"Ssid_DN255957_c0_seq1.p1, Ssid_DN256562_c0_seq1.p1"
OG0001631,
OG0001632,"Ssid_DN253548_c0_seq1.p1, Ssid_DN255492_c0_seq2.p1"
OG0001633,Ssid_DN263737_c0_seq2.p2
OG0001634,
OG0001635,Ssid_DN258954_c0_seq1.p1
OG0001636,"Ssid_DN262675_c0_seq5.p1, Ssid_DN262675_c0_seq5.p2, Ssid_DN389020_c0_seq1.p1"
OG0001637,"Ssid_DN242204_c0_seq6.p1, Ssid_DN242204_c0_seq6.p2, Ssid_DN248437_c0_seq2.p3"
OG0001638,"Ssid_DN260047_c0_seq18.p1, Ssid_DN260047_c0_seq18.p2"
OG0001639,"Ssid_DN166275_c0_seq1.p1, Ssid_DN251419_c0_seq17.p1, Ssid_DN251419_c0_seq17.p2"
OG0001640,
OG0001641,Ssid_DN247666_c0_seq5.p1
OG0001642,"Ssid_DN244523_c0_seq1.p1, Ssid_DN251176_c1_seq1.p1"
OG0001643,"Ssid_DN242650_c0_seq1.p1, Ssid_DN257339_c0_seq2.p1"
OG0001644,Ssid_DN258128_c1_seq4.p1
OG0001645,Ssid_DN263704_c0_seq1.p1
OG0001646,"Ssid_DN219986_c0_seq1.p1, Ssid_DN260907_c0_seq2.p1"
OG0001647,Ssid_DN262585_c0_seq2.p1
OG0001648,"Ssid_DN254033_c0_seq6.p1, Ssid_DN258836_c0_seq8.p1"
OG0001649,Ssid_DN282021_c0_seq1.p1
OG0001650,"Ssid_DN259290_c0_seq6.p1, Ssid_DN259290_c0_seq6.p2, Ssid_DN259290_c0_seq6.p3"
OG0001651,"Ssid_DN215309_c0_seq1.p1, Ssid_DN226456_c0_seq1.p1, Ssid_DN245811_c0_seq3.p1, Ssid_DN248079_c0_seq1.p1"
OG0001652,"Ssid_DN234353_c0_seq1.p1, Ssid_DN249435_c0_seq2.p1"
OG0001653,Ssid_DN354887_c0_seq1.p1
OG0001654,
OG0001655,Ssid_DN201609_c0_seq1.p1
OG0001656,Ssid_DN148912_c0_seq1.p1
OG0001657,Ssid_DN282143_c0_seq1.p1
OG0001658,"Ssid_DN214282_c0_seq2.p1, Ssid_DN216884_c0_seq1.p1, Ssid_DN226099_c0_seq2.p2, Ssid_DN228301_c0_seq1.p1, Ssid_DN228301_c0_seq1.p2, Ssid_DN388427_c0_seq1.p1, Ssid_DN408134_c0_seq1.p1"
OG0001659,
OG0001660,Ssid_DN260150_c1_seq1.p1
OG0001661,
OG0001662,
OG0001663,
OG0001664,
OG0001665,
OG0001666,
OG0001667,Ssid_DN103090_c0_seq1.p1
OG0001668,Ssid_DN237947_c0_seq3.p1
OG0001669,
OG0001670,Ssid_DN263765_c0_seq4.p1
OG0001671,"Ssid_DN24883_c0_seq1.p1, Ssid_DN33036_c0_seq1.p1"
OG0001672,
OG0001673,
OG0001674,
OG0001675,Ssid_DN255820_c0_seq1.p1
OG0001676,"Ssid_DN240310_c1_seq2.p1, Ssid_DN257041_c0_seq2.p1, Ssid_DN263363_c0_seq3.p1"
OG0001677,"Ssid_DN237851_c0_seq1.p1, Ssid_DN260711_c0_seq3.p1, Ssid_DN498558_c0_seq1.p1"
OG0001678,
OG0001679,
OG0001680,
OG0001681,Ssid_DN253569_c0_seq1.p1
OG0001682,
OG0001683,"Ssid_DN233382_c0_seq1.p1, Ssid_DN239019_c0_seq1.p1"
OG0001684,Ssid_DN260725_c0_seq3.p1
OG0001685,
OG0001686,"Ssid_DN210165_c0_seq1.p1, Ssid_DN319607_c0_seq1.p1"
OG0001687,Ssid_DN239349_c0_seq1.p1
OG0001688,
