OG,Cnat_Orthofinder_input
OG0001341,"TRINITY_DN308034_c3_g3_i11.p1, TRINITY_DN511552_c0_g1_i1.p2, TRINITY_DN518005_c0_g1_i1.p1"
OG0001342,"TRINITY_DN308717_c1_g1_i4.p1, TRINITY_DN309968_c1_g2_i8.p1"
OG0001343,TRINITY_DN309061_c2_g3_i1.p1
OG0001344,TRINITY_DN310316_c3_g1_i12.p1
OG0001345,"TRINITY_DN310488_c1_g1_i12.p1, TRINITY_DN310488_c1_g1_i12.p2, TRINITY_DN311986_c1_g2_i10.p1, TRINITY_DN316272_c2_g5_i9.p1, TRINITY_DN317561_c0_g1_i14.p1"
OG0001346,"TRINITY_DN310795_c0_g1_i3.p3, TRINITY_DN541529_c0_g1_i1.p1"
OG0001347,"TRINITY_DN311400_c2_g1_i1.p1, TRINITY_DN314725_c4_g3_i2.p1"
OG0001348,"TRINITY_DN311411_c2_g1_i6.p1, TRINITY_DN311843_c3_g2_i11.p1"
OG0001349,TRINITY_DN311561_c1_g1_i4.p1
OG0001350,"TRINITY_DN312892_c3_g1_i7.p1, TRINITY_DN322841_c0_g1_i1.p1, TRINITY_DN663409_c0_g1_i1.p1"
OG0001351,TRINITY_DN315134_c4_g1_i1.p1
OG0001352,"TRINITY_DN315295_c5_g1_i3.p1, TRINITY_DN315295_c5_g2_i4.p1"
OG0001353,TRINITY_DN316883_c0_g1_i4.p1
OG0001354,TRINITY_DN318231_c3_g1_i1.p1
OG0001355,TRINITY_DN318525_c11_g1_i5.p1
OG0001356,TRINITY_DN369362_c0_g1_i1.p1
OG0001357,"TRINITY_DN37601_c0_g1_i1.p1, TRINITY_DN43783_c0_g1_i2.p1"
OG0001358,"TRINITY_DN453647_c0_g1_i1.p1, TRINITY_DN639153_c0_g1_i1.p1"
OG0001359,TRINITY_DN513766_c0_g1_i1.p1
OG0001360,TRINITY_DN648618_c0_g1_i1.p1
OG0001361,TRINITY_DN91399_c0_g1_i1.p1
OG0001362,
OG0001363,
OG0001364,
OG0001365,
OG0001366,
OG0001367,
OG0001368,
OG0001369,
OG0001370,
OG0001371,
OG0001372,
OG0001373,
OG0001374,
OG0001375,"TRINITY_DN102930_c0_g1_i1.p1, TRINITY_DN296791_c2_g1_i6.p1"
OG0001376,"TRINITY_DN116988_c0_g1_i1.p1, TRINITY_DN13234_c0_g1_i1.p1, TRINITY_DN307023_c1_g2_i4.p1"
OG0001377,"TRINITY_DN119023_c0_g1_i1.p1, TRINITY_DN38595_c0_g1_i1.p1, TRINITY_DN84297_c0_g1_i1.p1"
OG0001378,"TRINITY_DN119220_c0_g1_i1.p1, TRINITY_DN303660_c4_g2_i9.p1"
OG0001379,"TRINITY_DN120529_c0_g1_i2.p2, TRINITY_DN258673_c0_g1_i1.p1, TRINITY_DN269910_c0_g1_i3.p1, TRINITY_DN269910_c0_g2_i1.p1, TRINITY_DN270105_c0_g6_i1.p1, TRINITY_DN278013_c0_g6_i1.p1, TRINITY_DN295667_c1_g4_i1.p1, TRINITY_DN300475_c0_g1_i7.p1, TRINITY_DN317980_c4_g1_i1.p1, TRINITY_DN79260_c1_g1_i1.p1"
OG0001380,"TRINITY_DN121005_c0_g1_i1.p1, TRINITY_DN293940_c0_g3_i5.p1, TRINITY_DN38872_c0_g1_i1.p1, TRINITY_DN511931_c0_g1_i1.p1"
OG0001381,"TRINITY_DN123657_c0_g1_i1.p1, TRINITY_DN239321_c0_g1_i1.p1, TRINITY_DN305587_c0_g3_i6.p1"
OG0001382,"TRINITY_DN125185_c0_g1_i1.p1, TRINITY_DN304363_c0_g1_i3.p1"
OG0001383,"TRINITY_DN129136_c0_g1_i2.p1, TRINITY_DN256754_c1_g1_i1.p1, TRINITY_DN259301_c1_g1_i1.p1, TRINITY_DN259301_c1_g4_i1.p1"
OG0001384,"TRINITY_DN13047_c0_g1_i1.p1, TRINITY_DN22169_c0_g1_i1.p1, TRINITY_DN230504_c0_g1_i2.p1"
OG0001385,"TRINITY_DN138499_c0_g1_i2.p1, TRINITY_DN138499_c0_g2_i1.p1, TRINITY_DN21305_c0_g1_i1.p1, TRINITY_DN642866_c0_g1_i1.p1"
OG0001386,"TRINITY_DN139001_c0_g1_i1.p1, TRINITY_DN290937_c2_g1_i7.p1, TRINITY_DN290937_c2_g1_i7.p2, TRINITY_DN290937_c2_g3_i2.p1, TRINITY_DN291049_c1_g1_i10.p1"
OG0001387,"TRINITY_DN139021_c0_g1_i1.p1, TRINITY_DN86191_c0_g1_i1.p1"
OG0001388,"TRINITY_DN139323_c0_g1_i1.p1, TRINITY_DN256955_c1_g2_i4.p1"
OG0001389,"TRINITY_DN139991_c0_g1_i1.p1, TRINITY_DN220904_c0_g3_i1.p1, TRINITY_DN324593_c0_g1_i1.p1"
OG0001390,"TRINITY_DN141037_c0_g1_i1.p1, TRINITY_DN141037_c1_g1_i1.p1"
OG0001391,"TRINITY_DN141261_c0_g1_i1.p2, TRINITY_DN15395_c0_g1_i1.p1, TRINITY_DN243404_c0_g1_i1.p1, TRINITY_DN245055_c0_g1_i4.p1, TRINITY_DN296983_c0_g4_i1.p1, TRINITY_DN83873_c0_g1_i1.p1"
OG0001392,"TRINITY_DN141875_c0_g1_i2.p1, TRINITY_DN218754_c1_g3_i1.p2, TRINITY_DN274050_c0_g5_i3.p1, TRINITY_DN275322_c0_g1_i14.p2, TRINITY_DN286731_c0_g2_i2.p1, TRINITY_DN288883_c0_g1_i26.p3, TRINITY_DN289351_c2_g5_i4.p1, TRINITY_DN296903_c1_g5_i2.p1, TRINITY_DN297559_c2_g2_i18.p1, TRINITY_DN313580_c1_g2_i1.p3, TRINITY_DN313580_c1_g3_i2.p1"
OG0001393,"TRINITY_DN144375_c0_g1_i2.p1, TRINITY_DN299178_c0_g1_i2.p1, TRINITY_DN299203_c2_g4_i4.p1"
OG0001394,"TRINITY_DN146844_c0_g1_i1.p1, TRINITY_DN274833_c1_g2_i3.p1, TRINITY_DN304926_c1_g3_i2.p1, TRINITY_DN306913_c1_g3_i3.p1"
OG0001395,"TRINITY_DN151323_c1_g1_i1.p2, TRINITY_DN305527_c0_g6_i1.p1, TRINITY_DN311845_c2_g3_i3.p1, TRINITY_DN311845_c2_g7_i3.p1"
OG0001396,"TRINITY_DN153278_c0_g1_i1.p2, TRINITY_DN203618_c0_g1_i2.p1, TRINITY_DN227779_c0_g1_i1.p1, TRINITY_DN289138_c0_g1_i3.p1, TRINITY_DN289138_c0_g1_i3.p2"
OG0001397,"TRINITY_DN154322_c0_g1_i1.p1, TRINITY_DN254842_c1_g1_i1.p1, TRINITY_DN270780_c2_g8_i1.p1"
OG0001398,"TRINITY_DN156578_c0_g1_i1.p1, TRINITY_DN238331_c0_g2_i2.p1, TRINITY_DN269898_c1_g2_i7.p1, TRINITY_DN284587_c2_g4_i2.p1, TRINITY_DN308301_c0_g2_i15.p1"
OG0001399,"TRINITY_DN158095_c0_g1_i2.p1, TRINITY_DN245493_c0_g1_i2.p1, TRINITY_DN265734_c1_g1_i1.p1, TRINITY_DN265734_c1_g1_i1.p2, TRINITY_DN427019_c0_g1_i1.p1"
OG0001400,TRINITY_DN163794_c0_g1_i1.p1
OG0001401,"TRINITY_DN168733_c0_g1_i1.p1, TRINITY_DN310402_c1_g1_i18.p1, TRINITY_DN315075_c5_g1_i6.p1, TRINITY_DN315847_c1_g1_i24.p1"
OG0001402,"TRINITY_DN170920_c0_g1_i1.p1, TRINITY_DN315001_c4_g2_i6.p1"
OG0001403,"TRINITY_DN173128_c0_g1_i1.p1, TRINITY_DN271062_c0_g1_i4.p2, TRINITY_DN276217_c1_g1_i1.p1"
OG0001404,"TRINITY_DN174674_c0_g1_i1.p1, TRINITY_DN252873_c2_g1_i11.p1, TRINITY_DN311663_c0_g4_i11.p1"
OG0001405,"TRINITY_DN175112_c0_g1_i1.p1, TRINITY_DN290875_c0_g2_i2.p1, TRINITY_DN291311_c2_g2_i9.p1, TRINITY_DN291311_c2_g5_i1.p1, TRINITY_DN309829_c1_g2_i3.p1, TRINITY_DN309829_c1_g3_i1.p1"
OG0001406,"TRINITY_DN175750_c0_g1_i2.p1, TRINITY_DN176352_c0_g2_i1.p1, TRINITY_DN267953_c1_g2_i3.p1"
OG0001407,"TRINITY_DN178071_c0_g1_i1.p1, TRINITY_DN241469_c0_g1_i1.p1, TRINITY_DN297131_c0_g1_i5.p1, TRINITY_DN304087_c1_g1_i2.p1"
OG0001408,"TRINITY_DN178370_c0_g1_i1.p1, TRINITY_DN267534_c0_g3_i2.p1, TRINITY_DN51057_c0_g1_i1.p1"
OG0001409,"TRINITY_DN178684_c0_g1_i1.p1, TRINITY_DN268661_c0_g1_i5.p1, TRINITY_DN297056_c1_g2_i2.p1"
OG0001410,"TRINITY_DN181423_c0_g1_i1.p1, TRINITY_DN299488_c2_g1_i13.p1, TRINITY_DN39145_c0_g1_i1.p1, TRINITY_DN86490_c0_g1_i1.p2"
OG0001411,"TRINITY_DN181697_c0_g1_i1.p1, TRINITY_DN278238_c0_g3_i4.p2, TRINITY_DN285954_c3_g2_i4.p1"
OG0001412,"TRINITY_DN181721_c0_g1_i2.p1, TRINITY_DN238024_c0_g1_i3.p1, TRINITY_DN238024_c0_g3_i1.p1"
OG0001413,"TRINITY_DN182393_c0_g1_i1.p1, TRINITY_DN212485_c0_g1_i1.p1, TRINITY_DN552674_c0_g1_i1.p1, TRINITY_DN58704_c0_g1_i1.p1"
OG0001414,TRINITY_DN182970_c0_g1_i2.p1
OG0001415,"TRINITY_DN183301_c0_g1_i1.p1, TRINITY_DN258822_c0_g1_i3.p1, TRINITY_DN258822_c0_g2_i6.p1, TRINITY_DN258822_c0_g2_i6.p2, TRINITY_DN273029_c0_g1_i4.p1"
OG0001416,"TRINITY_DN183925_c0_g1_i1.p1, TRINITY_DN460193_c0_g1_i1.p1"
OG0001417,"TRINITY_DN189942_c0_g3_i1.p1, TRINITY_DN83644_c0_g1_i1.p1"
OG0001418,"TRINITY_DN194904_c0_g1_i2.p1, TRINITY_DN286699_c5_g4_i2.p1"
OG0001419,"TRINITY_DN195277_c0_g1_i1.p1, TRINITY_DN299999_c0_g1_i1.p1"
OG0001420,"TRINITY_DN198213_c0_g2_i1.p1, TRINITY_DN314504_c4_g1_i1.p2, TRINITY_DN35978_c0_g1_i1.p2"
OG0001421,"TRINITY_DN198838_c0_g1_i2.p2, TRINITY_DN327685_c0_g1_i1.p1"
OG0001422,"TRINITY_DN201562_c1_g1_i1.p1, TRINITY_DN272156_c4_g4_i1.p1, TRINITY_DN274968_c4_g1_i14.p1"
OG0001423,"TRINITY_DN203347_c0_g1_i2.p1, TRINITY_DN227076_c0_g1_i1.p1, TRINITY_DN316467_c4_g1_i1.p1"
OG0001424,"TRINITY_DN204104_c0_g1_i1.p1, TRINITY_DN252835_c0_g2_i1.p1, TRINITY_DN287667_c0_g1_i2.p1, TRINITY_DN292310_c0_g4_i1.p1, TRINITY_DN300743_c2_g2_i5.p1"
OG0001425,"TRINITY_DN205598_c1_g3_i1.p2, TRINITY_DN296094_c1_g1_i7.p1"
OG0001426,"TRINITY_DN206959_c0_g1_i1.p1, TRINITY_DN284389_c0_g1_i2.p1"
OG0001427,TRINITY_DN206982_c0_g1_i2.p1
OG0001428,TRINITY_DN207687_c0_g1_i4.p1
OG0001429,TRINITY_DN21073_c0_g1_i1.p1
OG0001430,"TRINITY_DN211879_c0_g1_i1.p1, TRINITY_DN314568_c5_g1_i6.p1"
OG0001431,"TRINITY_DN213004_c1_g1_i1.p1, TRINITY_DN276946_c5_g1_i3.p1, TRINITY_DN312615_c2_g1_i4.p1, TRINITY_DN318308_c4_g1_i10.p1, TRINITY_DN53738_c0_g1_i1.p1"
OG0001432,"TRINITY_DN214621_c0_g1_i7.p1, TRINITY_DN266741_c0_g1_i16.p1, TRINITY_DN267769_c3_g1_i5.p1, TRINITY_DN454032_c0_g1_i1.p1, TRINITY_DN610280_c0_g1_i1.p1, TRINITY_DN664139_c0_g1_i1.p1"
OG0001433,"TRINITY_DN215040_c0_g1_i2.p1, TRINITY_DN257670_c0_g4_i7.p1, TRINITY_DN300793_c5_g1_i4.p1, TRINITY_DN302428_c1_g4_i2.p1"
OG0001434,"TRINITY_DN215255_c0_g2_i1.p1, TRINITY_DN263948_c0_g1_i6.p1"
OG0001435,"TRINITY_DN216461_c1_g2_i1.p1, TRINITY_DN244267_c0_g1_i1.p1"
OG0001436,"TRINITY_DN217855_c0_g1_i1.p1, TRINITY_DN247631_c0_g1_i9.p1, TRINITY_DN255956_c1_g2_i2.p1, TRINITY_DN262991_c1_g2_i2.p1, TRINITY_DN279953_c0_g3_i1.p1, TRINITY_DN292484_c0_g2_i4.p1, TRINITY_DN306564_c0_g3_i1.p1, TRINITY_DN314044_c3_g2_i3.p1"
OG0001437,"TRINITY_DN220738_c0_g1_i1.p1, TRINITY_DN316686_c3_g1_i1.p1"
OG0001438,TRINITY_DN221577_c1_g1_i2.p1
OG0001439,"TRINITY_DN221963_c1_g1_i1.p1, TRINITY_DN318493_c6_g1_i1.p1, TRINITY_DN318578_c4_g1_i1.p1"
OG0001440,TRINITY_DN222491_c1_g1_i1.p1
OG0001441,"TRINITY_DN223885_c0_g1_i3.p1, TRINITY_DN253563_c1_g1_i1.p1, TRINITY_DN257348_c4_g5_i1.p1, TRINITY_DN277465_c1_g3_i1.p1, TRINITY_DN293130_c0_g4_i9.p1, TRINITY_DN293130_c0_g4_i9.p2, TRINITY_DN295464_c0_g2_i3.p1, TRINITY_DN81634_c0_g1_i1.p1"
OG0001442,"TRINITY_DN224213_c1_g1_i1.p1, TRINITY_DN316230_c3_g3_i4.p1, TRINITY_DN316848_c5_g1_i5.p1"
OG0001443,"TRINITY_DN225453_c0_g1_i1.p1, TRINITY_DN289990_c2_g1_i1.p1, TRINITY_DN292056_c1_g1_i3.p1"
OG0001444,"TRINITY_DN228393_c0_g1_i1.p2, TRINITY_DN269134_c1_g1_i1.p1, TRINITY_DN292409_c0_g1_i2.p1, TRINITY_DN292793_c1_g1_i6.p1, TRINITY_DN301128_c0_g3_i1.p1, TRINITY_DN313192_c2_g1_i2.p1, TRINITY_DN318238_c5_g1_i7.p1, TRINITY_DN41248_c0_g1_i1.p2, TRINITY_DN9858_c0_g1_i2.p1"
OG0001445,"TRINITY_DN229515_c0_g1_i1.p1, TRINITY_DN287362_c3_g1_i1.p1"
OG0001446,"TRINITY_DN230151_c1_g1_i2.p1, TRINITY_DN237574_c0_g2_i2.p1, TRINITY_DN316248_c5_g4_i6.p1, TRINITY_DN316248_c5_g5_i2.p2"
OG0001447,"TRINITY_DN230859_c1_g2_i1.p1, TRINITY_DN280525_c4_g1_i2.p1, TRINITY_DN280525_c4_g2_i3.p2, TRINITY_DN58329_c0_g2_i1.p1"
OG0001448,"TRINITY_DN231623_c0_g2_i1.p1, TRINITY_DN285946_c0_g1_i6.p1, TRINITY_DN285946_c0_g1_i6.p2, TRINITY_DN330857_c0_g1_i1.p1, TRINITY_DN580109_c0_g1_i1.p1, TRINITY_DN80800_c0_g1_i1.p1"
OG0001449,"TRINITY_DN235206_c0_g1_i1.p2, TRINITY_DN292216_c7_g1_i1.p1"
OG0001450,"TRINITY_DN236056_c0_g1_i1.p1, TRINITY_DN308163_c1_g1_i13.p1"
OG0001451,"TRINITY_DN236596_c0_g1_i3.p1, TRINITY_DN238097_c0_g1_i2.p1, TRINITY_DN243630_c0_g1_i2.p1, TRINITY_DN258976_c0_g2_i1.p1"
OG0001452,"TRINITY_DN238386_c0_g3_i1.p1, TRINITY_DN292595_c1_g1_i15.p1, TRINITY_DN298456_c1_g1_i7.p1"
OG0001453,"TRINITY_DN238593_c0_g2_i1.p1, TRINITY_DN335897_c0_g1_i1.p1, TRINITY_DN411732_c0_g1_i1.p1"
OG0001454,"TRINITY_DN239839_c0_g2_i1.p1, TRINITY_DN274868_c1_g1_i8.p1, TRINITY_DN274868_c1_g1_i8.p2, TRINITY_DN314843_c6_g1_i2.p1"
OG0001455,"TRINITY_DN239959_c0_g2_i1.p1, TRINITY_DN274895_c0_g1_i5.p1, TRINITY_DN41327_c0_g1_i1.p1"
OG0001456,"TRINITY_DN240438_c0_g1_i1.p1, TRINITY_DN304728_c4_g3_i2.p1, TRINITY_DN309048_c1_g4_i3.p1"
OG0001457,"TRINITY_DN242233_c0_g1_i1.p1, TRINITY_DN269561_c0_g2_i4.p1, TRINITY_DN278048_c4_g1_i11.p1, TRINITY_DN284489_c0_g2_i1.p1, TRINITY_DN284489_c0_g4_i2.p1, TRINITY_DN288983_c0_g1_i8.p2, TRINITY_DN292350_c0_g3_i2.p1, TRINITY_DN293924_c1_g6_i3.p1, TRINITY_DN308460_c1_g2_i1.p1, TRINITY_DN648275_c0_g1_i1.p1"
OG0001458,"TRINITY_DN242251_c0_g1_i3.p1, TRINITY_DN312862_c0_g1_i3.p1, TRINITY_DN312862_c0_g1_i3.p2, TRINITY_DN312862_c0_g2_i1.p1, TRINITY_DN314572_c2_g2_i6.p1, TRINITY_DN677128_c0_g1_i1.p1"
OG0001459,"TRINITY_DN242776_c0_g2_i1.p1, TRINITY_DN292259_c2_g1_i2.p1, TRINITY_DN304035_c1_g2_i3.p1, TRINITY_DN317236_c3_g1_i7.p1"
OG0001460,"TRINITY_DN242844_c0_g1_i1.p1, TRINITY_DN292978_c0_g2_i2.p1"
OG0001461,TRINITY_DN243422_c0_g1_i7.p3
OG0001462,"TRINITY_DN243551_c0_g1_i5.p1, TRINITY_DN304569_c1_g1_i12.p1, TRINITY_DN310859_c2_g1_i6.p1"
OG0001463,"TRINITY_DN244394_c0_g1_i1.p1, TRINITY_DN278959_c0_g2_i1.p1, TRINITY_DN283965_c1_g2_i5.p2, TRINITY_DN285581_c0_g2_i2.p1, TRINITY_DN286532_c1_g1_i27.p1, TRINITY_DN294478_c0_g2_i3.p1, TRINITY_DN305834_c0_g1_i9.p2, TRINITY_DN306237_c0_g1_i17.p2, TRINITY_DN306681_c0_g4_i1.p2"
OG0001464,"TRINITY_DN245176_c1_g1_i1.p1, TRINITY_DN309924_c0_g1_i7.p1"
OG0001465,"TRINITY_DN246935_c0_g1_i4.p1, TRINITY_DN246935_c0_g1_i4.p2, TRINITY_DN248811_c0_g1_i2.p1, TRINITY_DN253776_c0_g1_i4.p1"
OG0001466,"TRINITY_DN247604_c0_g1_i1.p1, TRINITY_DN261542_c1_g1_i2.p1, TRINITY_DN261542_c1_g2_i5.p1, TRINITY_DN261542_c1_g2_i5.p2, TRINITY_DN267048_c0_g1_i12.p1, TRINITY_DN274771_c0_g1_i3.p1, TRINITY_DN293468_c0_g1_i2.p1, TRINITY_DN293468_c0_g2_i4.p1, TRINITY_DN315977_c0_g1_i1.p1, TRINITY_DN317459_c0_g1_i9.p1"
OG0001467,TRINITY_DN249040_c0_g1_i3.p1
OG0001468,"TRINITY_DN249983_c0_g1_i2.p1, TRINITY_DN323649_c0_g1_i1.p1"
OG0001469,"TRINITY_DN251882_c0_g1_i7.p1, TRINITY_DN268225_c0_g1_i5.p1, TRINITY_DN307480_c2_g2_i10.p2"
OG0001470,"TRINITY_DN252617_c1_g3_i2.p1, TRINITY_DN291909_c0_g3_i1.p1"
OG0001471,TRINITY_DN253270_c0_g1_i1.p1
OG0001472,"TRINITY_DN253440_c1_g3_i3.p1, TRINITY_DN299099_c0_g2_i4.p1"
OG0001473,TRINITY_DN253476_c0_g1_i1.p1
OG0001474,"TRINITY_DN255410_c1_g1_i2.p2, TRINITY_DN277129_c2_g1_i1.p1, TRINITY_DN292427_c6_g6_i2.p1, TRINITY_DN644438_c0_g1_i1.p1"
OG0001475,"TRINITY_DN255598_c1_g6_i1.p1, TRINITY_DN272428_c0_g1_i1.p1, TRINITY_DN277040_c0_g2_i2.p1, TRINITY_DN277040_c0_g4_i1.p1"
OG0001476,"TRINITY_DN256495_c0_g1_i5.p1, TRINITY_DN288467_c1_g4_i1.p1, TRINITY_DN300788_c1_g6_i1.p1, TRINITY_DN314833_c3_g2_i3.p1"
OG0001477,"TRINITY_DN257224_c0_g1_i4.p1, TRINITY_DN293713_c2_g7_i1.p1"
OG0001478,"TRINITY_DN258292_c0_g1_i2.p1, TRINITY_DN306109_c1_g1_i4.p1, TRINITY_DN306109_c2_g1_i5.p1, TRINITY_DN307215_c0_g2_i6.p1, TRINITY_DN307215_c0_g2_i6.p2"
OG0001479,"TRINITY_DN258633_c0_g1_i1.p1, TRINITY_DN306827_c0_g1_i6.p1"
OG0001480,"TRINITY_DN258701_c1_g2_i2.p1, TRINITY_DN281716_c1_g1_i2.p1, TRINITY_DN281716_c1_g3_i1.p1, TRINITY_DN294049_c1_g3_i2.p1, TRINITY_DN317541_c5_g1_i1.p1"
OG0001481,"TRINITY_DN259156_c0_g4_i1.p1, TRINITY_DN276503_c0_g2_i4.p1, TRINITY_DN517920_c0_g1_i1.p1"
OG0001482,"TRINITY_DN259303_c0_g2_i2.p1, TRINITY_DN260036_c0_g1_i3.p1"
OG0001483,"TRINITY_DN259999_c0_g1_i1.p1, TRINITY_DN316019_c4_g1_i1.p2"
OG0001484,"TRINITY_DN260007_c0_g3_i1.p1, TRINITY_DN311532_c2_g1_i3.p1, TRINITY_DN312987_c2_g1_i1.p1"
OG0001485,"TRINITY_DN260251_c0_g3_i1.p1, TRINITY_DN304273_c0_g3_i7.p1, TRINITY_DN304568_c0_g2_i4.p1"
OG0001486,"TRINITY_DN260415_c4_g4_i1.p1, TRINITY_DN274297_c2_g2_i11.p1, TRINITY_DN285943_c1_g3_i5.p1, TRINITY_DN286861_c0_g1_i1.p1, TRINITY_DN286861_c0_g5_i2.p2, TRINITY_DN289187_c1_g1_i4.p2, TRINITY_DN290055_c1_g2_i2.p1, TRINITY_DN292345_c3_g2_i1.p1, TRINITY_DN314587_c0_g1_i3.p1"
OG0001487,"TRINITY_DN260550_c1_g1_i13.p1, TRINITY_DN305893_c2_g1_i1.p1, TRINITY_DN310468_c2_g2_i4.p1, TRINITY_DN316238_c2_g1_i22.p1"
OG0001488,"TRINITY_DN260760_c0_g2_i5.p1, TRINITY_DN265943_c0_g3_i2.p1, TRINITY_DN292099_c3_g1_i1.p2"
OG0001489,"TRINITY_DN260937_c0_g5_i1.p1, TRINITY_DN265963_c0_g5_i2.p1, TRINITY_DN265963_c0_g9_i1.p1"
OG0001490,"TRINITY_DN261270_c0_g1_i16.p1, TRINITY_DN267447_c1_g1_i1.p1, TRINITY_DN268226_c0_g4_i1.p1, TRINITY_DN318451_c11_g2_i8.p1"
OG0001491,TRINITY_DN262185_c0_g2_i4.p1
OG0001492,"TRINITY_DN262403_c2_g2_i3.p1, TRINITY_DN273048_c0_g3_i1.p1"
OG0001493,TRINITY_DN262968_c0_g2_i1.p1
OG0001494,"TRINITY_DN264476_c0_g2_i2.p1, TRINITY_DN264476_c0_g3_i1.p1"
OG0001495,"TRINITY_DN264482_c0_g1_i3.p1, TRINITY_DN267892_c0_g2_i9.p1, TRINITY_DN272975_c0_g1_i14.p1, TRINITY_DN294296_c0_g2_i3.p1, TRINITY_DN304514_c1_g2_i2.p1, TRINITY_DN306763_c0_g4_i1.p1, TRINITY_DN306763_c0_g5_i1.p1, TRINITY_DN307152_c3_g3_i3.p1"
OG0001496,TRINITY_DN264903_c0_g2_i10.p1
OG0001497,TRINITY_DN265041_c1_g3_i1.p1
OG0001498,"TRINITY_DN265740_c1_g2_i3.p1, TRINITY_DN279865_c7_g1_i2.p1, TRINITY_DN291986_c1_g4_i2.p1, TRINITY_DN312378_c1_g2_i4.p1"
OG0001499,"TRINITY_DN265846_c0_g1_i1.p1, TRINITY_DN283746_c1_g2_i4.p1, TRINITY_DN297247_c3_g7_i2.p1"
OG0001500,"TRINITY_DN266242_c0_g2_i2.p1, TRINITY_DN321097_c0_g1_i1.p1, TRINITY_DN444854_c0_g1_i1.p1, TRINITY_DN680424_c0_g1_i1.p1"
OG0001501,"TRINITY_DN266525_c0_g1_i1.p1, TRINITY_DN266525_c3_g1_i1.p1, TRINITY_DN279090_c4_g1_i7.p1, TRINITY_DN309512_c1_g1_i19.p1, TRINITY_DN317935_c1_g2_i9.p1"
OG0001502,"TRINITY_DN266833_c1_g4_i4.p1, TRINITY_DN8910_c0_g1_i1.p1"
OG0001503,"TRINITY_DN267080_c0_g1_i2.p1, TRINITY_DN267080_c0_g2_i4.p1, TRINITY_DN295511_c0_g2_i2.p1"
OG0001504,"TRINITY_DN267332_c3_g2_i7.p1, TRINITY_DN276734_c4_g1_i11.p1, TRINITY_DN276734_c4_g4_i1.p1, TRINITY_DN291533_c0_g1_i4.p2, TRINITY_DN312715_c4_g1_i1.p2, TRINITY_DN313827_c2_g1_i2.p1"
OG0001505,TRINITY_DN267438_c1_g3_i1.p3
OG0001506,"TRINITY_DN267814_c0_g3_i1.p1, TRINITY_DN336156_c0_g1_i1.p1"
OG0001507,"TRINITY_DN268617_c0_g1_i7.p1, TRINITY_DN285058_c0_g4_i2.p1"
OG0001508,"TRINITY_DN268709_c0_g5_i1.p1, TRINITY_DN276741_c0_g3_i5.p1, TRINITY_DN282792_c0_g3_i2.p1, TRINITY_DN289992_c0_g2_i3.p1, TRINITY_DN294003_c2_g2_i14.p1, TRINITY_DN294003_c2_g5_i1.p1, TRINITY_DN300158_c0_g1_i1.p1, TRINITY_DN308947_c3_g1_i1.p1, TRINITY_DN315340_c1_g1_i1.p1, TRINITY_DN317577_c2_g1_i16.p1"
OG0001509,TRINITY_DN268715_c0_g1_i2.p1
OG0001510,"TRINITY_DN268945_c0_g1_i5.p1, TRINITY_DN272774_c0_g1_i2.p1, TRINITY_DN312895_c3_g1_i5.p1"
OG0001511,"TRINITY_DN268973_c1_g1_i1.p2, TRINITY_DN298772_c0_g3_i4.p1"
OG0001512,"TRINITY_DN269178_c1_g1_i3.p1, TRINITY_DN269178_c1_g2_i2.p1, TRINITY_DN292655_c2_g1_i3.p1, TRINITY_DN312112_c1_g1_i10.p1, TRINITY_DN312486_c1_g7_i1.p1"
OG0001513,"TRINITY_DN269353_c0_g2_i4.p1, TRINITY_DN307962_c1_g1_i3.p1, TRINITY_DN316943_c1_g1_i10.p1"
OG0001514,"TRINITY_DN269405_c2_g4_i4.p1, TRINITY_DN345862_c0_g1_i1.p1"
OG0001515,"TRINITY_DN270188_c0_g3_i1.p1, TRINITY_DN312904_c0_g2_i4.p1, TRINITY_DN316257_c4_g1_i9.p1"
OG0001516,"TRINITY_DN270257_c1_g1_i8.p1, TRINITY_DN304511_c2_g1_i5.p1"
OG0001517,"TRINITY_DN270537_c0_g2_i5.p1, TRINITY_DN316128_c1_g1_i6.p1, TRINITY_DN316283_c6_g2_i1.p1"
OG0001518,"TRINITY_DN270739_c0_g4_i2.p1, TRINITY_DN50471_c0_g1_i1.p1"
OG0001519,"TRINITY_DN271229_c0_g4_i3.p1, TRINITY_DN298618_c1_g2_i8.p1"
OG0001520,"TRINITY_DN271946_c0_g1_i2.p1, TRINITY_DN313333_c2_g3_i1.p1"
OG0001521,"TRINITY_DN272564_c0_g1_i2.p2, TRINITY_DN291903_c1_g1_i3.p1"
OG0001522,"TRINITY_DN273037_c0_g3_i2.p1, TRINITY_DN295460_c0_g3_i5.p1, TRINITY_DN315362_c3_g3_i5.p1, TRINITY_DN317392_c7_g1_i6.p1"
OG0001523,"TRINITY_DN273073_c2_g1_i1.p1, TRINITY_DN300606_c2_g2_i21.p1, TRINITY_DN300807_c0_g1_i2.p1, TRINITY_DN304231_c0_g1_i1.p1"
OG0001524,TRINITY_DN273105_c1_g1_i5.p1
OG0001525,TRINITY_DN273226_c3_g2_i4.p2
